Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DTTPtn,1,0,NA,-555.6709414288521,"Transport, nuclear"
DUDPtn,3.14994199371412,0,171.26184849114418,-330.5794942619324,"Transport, nuclear"
DURAD,2.5727457244869862,0,126.00677383360863,-286.24472186517715,Pyrimidine catabolism
DURAD2,1.50875940230067,0,43.88454611930293,-8.899488501535048,Pyrimidine catabolism
DUTPDPm,0.5786216350418514,0,2.41147232597956,0.6436895601244889,Nucleotide interconversion
ECOAH1m,-0.577078995808628,0,28.05071369904916,104.60154722463004,Tryptophan metabolism
ECOAH1x,-0.3427087247174422,0,-22.27104898984432,-10.902264894045144,Tryptophan metabolism
ECOAH9m,108.70353103477696,0,15.96338486206618,-16.259816830613463,"Valine, leucine, and isoleucine metabolism"
EHGLATm,0.6627343668032809,0,8.547767543436974,1.733811660186073,Arginine and proline metabolism
EICOSTETCRNt,-8.325297108904232,0,-257.0681094835862,201.9346147581205,Fatty acid oxidation
EICOSTETt,-0.34606186854319837,0,0.2440961408843309,0.5024458610036737,"Transport, extracellular"
ELAIDCPT2,-1,0,NA,38.24141097702533,Fatty acid oxidation
ELAIDCRNt,0.33777591023047515,0,-174.60750063314288,-352.72910137392654,Fatty acid oxidation
ENGASE2ly,-1,0,NA,47.01968980868459,N-glycan degradation
ENGASE3ly,-0.8719122566412071,0,0.11638045567559312,1.7008184834858868,Keratan sulfate degradation
ENGASEly,-1,0,NA,0.7580147451895698,N-glycan degradation
ESTRIOLGLCte,1,0,0.6111514315095399,NA,"Transport, extracellular"
ESTRIOLGLCtr,-1,0,-0.6111514315095399,NA,"Transport, endoplasmic reticular"
ESTRONESt,-0.9972453578723102,0,-217.7652531771444,-0.3003463435197802,"Transport, extracellular"
ESTSULT,-1,0,NA,0.3003463435197802,Steroid metabolism
ETHAK,0.3508541357146379,2.9992230269624397e-9,4.2652497248281085,2.049643366973661,Glycerophospholipid metabolism
ETOHtx,1,0,139.29595728299617,NA,"Transport, peroxisomal"
EX_10fthf[e],1,0,330.86288200740813,NA,Exchange/demand reaction
EX_2hb[e],4.608759799043619,0,177.71160773830414,-114.34230182914156,Exchange/demand reaction
EX_34dhoxpeg[e],-1.692482003542827,0,-57.15190816236064,222.21586035162807,Exchange/demand reaction
EX_35cgmp[e],-1,0,NA,0.24005737101949162,Exchange/demand reaction
EX_4nph[e],-1,0,-7.232058848436977,NA,Exchange/demand reaction
EX_5adtststeroneglc[e],1,0,3.5261903883466377,NA,Exchange/demand reaction
EX_5fthf[e],0.9589737689363349,0,-2.4244470381315653,-115.76564623996019,Exchange/demand reaction
EX_acngalacglcgal14acglcgalgluside_hs[e],-0.5583251067789637,0,0.45148064310044284,1.592921925530504,Exchange/demand reaction
