Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem
DOLICHOL_Lter,1,-2.2793296089385473,7.121818964947304,NA,N-glycan synthesis
DOLICHOL_Uter,1,-2.280922431865828,7.760435628198157,NA,N-glycan synthesis
DOLK_U,1,-2.2825174825174823,7.760435628198157,NA,N-glycan synthesis
DOLPGT3_Ler,1,-2.284114765570329,7.121818964947304,NA,N-glycan synthesis
DOLPGT3_Uer,1,-2.2857142857142856,7.760435628198157,NA,N-glycan synthesis
DOLPMT4_Uer,-0.3548455898305845,0,53.690303892392855,112.75141314800977,N-glycan synthesis
DOPAMT,1,-2.2873160476524177,4.058292665053514,NA,Tyrosine metabolism
DRPA,-1,-2.2889200561009817,NA,548.3646682258606,Pentose phosphate pathway
DTDPtn,-1,-2.2905263157894735,NA,295.3651640050888,"Transport, nuclear"
DTTPtn,1,-2.292134831460674,NA,-295.3651640050888,"Transport, nuclear"
DUDPtn,0.7117541248004972,0,-36.60685523791965,-217.3905711785594,"Transport, nuclear"
DURAD,10.250317366309632,0,116.14828646979183,-95.50028469561767,Pyrimidine catabolism
DURAD2,6.236764786009321,0,37.174391550619625,-26.900631756052842,Pyrimidine catabolism
ECOAH12m,-0.44113278093437197,0,21.52945584865514,55.51730987380147,"Valine, leucine, and isoleucine metabolism"
ECOAH1m,0.7150684749720219,0,114.8905540099442,19.08725000959318,Tryptophan metabolism
ECOAH9m,1.1117291750885727,0,3.3050493686811113,-62.46684602673495,"Valine, leucine, and isoleucine metabolism"
EICOSTETCRNt,1.01439061764416,0,486.98222003479003,-3.4789553062060397,Fatty acid oxidation
EICOSTETt,-0.8865200193623959,0,-4.488183076560311,-0.2699780142265474,"Transport, extracellular"
ELAIDCPT2,-1,-2.293745607870696,NA,6.356278984713101,Fatty acid oxidation
ELAIDCRNt,-10.043866560235864,0,-307.24733674349784,375.1933495903492,Fatty acid oxidation
ENGASE2ly,-1,-2.2953586497890295,NA,14.07618186791425,N-glycan degradation
ENGASE3ly,-0.5976852378904792,0,0.931541501821691,3.699367376277596,Keratan sulfate degradation
ENGASEly,-1,-2.2969739619985927,NA,2.2073241619534993,N-glycan degradation
ESTRIOLGLCte,1,-2.2985915492957747,5.399863487896304,NA,"Transport, extracellular"
ESTRIOLGLCtr,-1,-2.300211416490486,-5.399863487896305,NA,"Transport, endoplasmic reticular"
ESTRONESt,-0.9688546470036212,0,-248.59636180898102,-3.9325510666516883,"Transport, extracellular"
ESTSULT,-1,-2.301833568406206,NA,3.9325510666516883,Steroid metabolism
ETOHtx,1,-2.3034580098800284,62.30406388018127,NA,"Transport, peroxisomal"
EX_10fthf[e],1,-2.305084745762712,358.7177242935181,NA,Exchange/demand reaction
EX_2hb[e],10.136575820612338,0,102.22053107864261,-83.8629079231578,Exchange/demand reaction
EX_34dhoxpeg[e],-1.1549982466585127,0,-14.136267014111171,196.54177570680977,Exchange/demand reaction
EX_35cgmp[e],-1,-2.3067137809187277,NA,4.402898804644997,Exchange/demand reaction
EX_4nph[e],-1,-2.3083451202263086,-4.9578367495474795,NA,Exchange/demand reaction
EX_5adtststeroneglc[e],1,-2.3099787685774946,6.538855245581921,NA,Exchange/demand reaction
EX_5fthf[e],0.5402754095137777,0,-25.27634811475985,-84.68665424727007,Exchange/demand reaction
