Reaction,fc,pval,OVCAR3_A1AKO,OVCAR3_P,subSystem
r1538,-0.6231403371264221,0,269.4048112209797,62.55023303345493,"Transport, extracellular"
r1540,-1,-3.7548209366391183,171.00454161143304,NA,"Transport, extracellular"
r1664,-0.36972528350498496,0,-183.77280872871876,-399.3786454520464,"Transport, extracellular"
r1666,0.47686374825575156,0,150.7084643962048,425.4644308818817,"Transport, extracellular"
r1668,1.1215155276665327,0,-5.960244917030216,104.05873539779463,"Transport, extracellular"
r1670,-0.8918171755389555,0,375.55710424861905,21.476085960818036,"Transport, extracellular"
r1671,-0.5399723420839656,0,-123.85076827306766,-414.5984581674576,"Transport, extracellular"
r1672,0.49942285317473906,0,5.189335205956834,15.544073176221275,"Transport, extracellular"
r1673,-0.6876405736247376,0,38.24222912045019,7.078118965650874,"Transport, extracellular"
r1676,0.5479980769965013,0,26.859437186602435,91.98712438607711,"Transport, extracellular"
r1677,0.404809906258497,0,12.485870253730651,29.47003722867241,"Transport, extracellular"
r1681,0.541731250125857,0,3.590408967953395,12.079038136783511,"Transport, extracellular"
r1682,-0.659607265170775,0,25.224887705705733,5.173735191513352,"Transport, extracellular"
r1687,0.8831208407573368,0,5.132653649929454,82.69572710139155,"Transport, extracellular"
r1690,-0.49244998521069444,0,36.69763010212367,12.480071617566365,"Transport, extracellular"
r1691,-0.8699602210911187,0,358.3441264264107,24.91977660711743,"Transport, extracellular"
r1692,-0.9058851367374586,0,114.56553413608373,5.657381639627548,"Transport, extracellular"
r1695,0.40839366085372325,0,42.011870632850474,100.01456773654262,"Transport, extracellular"
r1696,-0.43250887900783586,0,144.2367956751883,57.139681341956,"Transport, extracellular"
r1700,-0.7623039824575226,0,66.12147225528956,8.91833122184218,"Transport, extracellular"
r1705,-0.5804051799724805,0,73.27904823877383,19.455459553778237,"Transport, extracellular"
r1707,-0.5972817767894302,0,75.01443099411055,18.913180381874877,"Transport, extracellular"
r1708,-0.7122176144481553,0,163.25085566554068,27.438522002327932,"Transport, extracellular"
r1710,-0.7224606793576367,0,143.39801172489786,23.105657639996764,"Transport, extracellular"
r1713,0.3625155206503026,0,6.40908909778902,13.698346629358342,"Transport, extracellular"
r1716,-0.5121757600369816,0,117.08162978296279,37.7702503716291,"Transport, extracellular"
r1717,-0.7434949871510907,0,25.869814957111004,3.805997302473236,"Transport, extracellular"
r1720,0.5639048781838544,0,7.305567908782152,26.19890184248521,"Transport, extracellular"
r1721,0.8886216770628627,0,3.315433410916579,56.21919277999542,"Transport, extracellular"
r1722,-0.8683974021038198,0,33.02120319606174,2.325884269249216,"Transport, extracellular"
r1726,0.8064140984811324,0,27.826619581875764,259.65939426054956,"Transport, extracellular"
