Reaction,fc,pval,subSystem
AGRMtm,23.04448665169143,0,"Transport, mitochondrial"
EX_agm[e],23.04448665169143,0,Exchange/demand reaction
EX_34dhoxmand[e],-0.8961602675869585,0,Exchange/demand reaction
PPBNGte,8.097471021778084,0,"Transport, extracellular"
EX_ppbng[e],8.097471021778084,0,Exchange/demand reaction
EX_CE1918[e],1.1562473403451774,0,Exchange/demand reaction
GGTe_1,-1.5386138583850404,0,Tyrosine metabolism
NADPQNOXR,-0.8542364539752736,0,Tyrosine metabolism
EX_gd3_hs[e],8.476299523820108,0,Exchange/demand reaction
EX_CE5026[e],1.4257013230110696,0,Miscellaneous
EX_5cysgly34dhphe[e],-1.5386138583850404,0,Miscellaneous
EX_gm1_hs[e],3.0579553827247685,0,Miscellaneous
HMR_1095,1.0462785831196033,0,"Transport, nuclear"
HMR_1129,2.094070578556441,0,Leukotriene metabolism
HMR_1280,-3.5985346767597672,0,Leukotriene metabolism
HMR_1329,1.15913310663083,0,Eicosanoid metabolism
HMR_1620,5.402823915969325,0,"Transport, mitochondrial"
HMR_1623,-6.119718249553069,0,"Transport, peroxisomal"
HMR_2608,-5.338047058861352,0,Fatty acid oxidation
HMR_2609,-5.338047058861352,0,"Transport, mitochondrial"
HMR_2610,5.338047058861352,0,"Transport, mitochondrial"
HMR_2620,0.9386337723495747,0,Fatty acid oxidation
HMR_2621,-0.9386337723500582,0,"Transport, mitochondrial"
HMR_2622,-0.9386337723500203,0,"Transport, mitochondrial"
HMR_2655,-1.3021059747220889,0,"Transport, mitochondrial"
HMR_2660,0.9647643601912292,0,Fatty acid oxidation
HMR_2661,0.9647643601925435,0,"Transport, mitochondrial"
HMR_2662,-0.9647643601925435,0,"Transport, mitochondrial"
HMR_2673,-2.00636785492714,0,"Transport, mitochondrial"
HMR_2718,4.02103724891746,0,"Transport, mitochondrial"
HMR_2722,6.001401257009601,0,"Transport, mitochondrial"
HMR_2744,0.85023995325441,0,"Transport, mitochondrial"
HMR_2748,-1.089104130672574,0,"Transport, mitochondrial"
HMR_2757,2.2399919334546134,0,"Transport, mitochondrial"
HMR_2764,20.474241934524787,0,"Transport, mitochondrial"
HMR_2861,5.563269947381106,0,"Transport, endoplasmic reticular"
HMR_2862,-5.563269948111497,0,"Transport, endoplasmic reticular"
HMR_2888,-1.5812090170979516,0,"Transport, endoplasmic reticular"
HMR_2890,1.5812090170918647,0,"Transport, endoplasmic reticular"
HMR_4261,0.894289996939082,0,NAD metabolism
HMR_4592,-1.8206024690540672,0,Pentose phosphate pathway
HMR_4700,-1.043703926016073,0,"Glycine, serine, alanine, and threonine metabolism"
HMR_6572,-0.8515046221744899,0,Inositol phosphate metabolism
HMR_6826,-1.0187989393092765,0,Phenylalanine metabolism
HMR_6834,1.0187989393092258,0,Phenylalanine metabolism
HMR_6854,1.3911237628736994,0,Phenylalanine metabolism
HMR_7949,1.6255530020374114,0,"Transport, endoplasmic reticular"
HMR_8476,-0.9585910100650962,0,"Transport, nuclear"
HMR_9634,-1.286181051464361,0,"Transport, endoplasmic reticular"
HMR_9639,-0.8604886292284736,0,"Transport, extracellular"
HMR_9680,-1.0928427657635917,0,"Transport, peroxisomal"
3DHCDCHOLt,-0.8763035694802543,0,"Transport, extracellular"
3DHCDCHOLt2,0.8898151440420523,0,"Transport, extracellular"
3DHDCAt2,0.9108613497675201,0,"Transport, extracellular"
3DHLCAt2,0.910595740790289,0,"Transport, extracellular"
7DHCDCHOLt,0.9780509620173858,0,"Transport, extracellular"
7DHCDCHOLt2,-0.9083454054109327,0,"Transport, extracellular"
7DHCHOLt,1.068226614868952,0,"Transport, extracellular"
7DHCHOLt2,-0.9029714125462092,0,"Transport, extracellular"
DCA24GSc,-0.9091913347058117,0,Bile acid synthesis
DCA24GSr,0.8683130392870577,0,Bile acid synthesis
DCA24Gtr,-0.8683130392870577,0,"Transport, extracellular"
DCA3GSc,-0.8710768049497456,0,Bile acid synthesis
DM_hdca24g[c],0.9211074529803486,0,Exchange/demand reaction
HDCA24GSr,0.9423617852159413,0,Bile acid synthesis
HDCA24Gtr,-0.9423617852159413,0,"Transport, extracellular"
ICDCHOLt,-0.9531568549802593,0,"Transport, extracellular"
ISOCHOLt,-1.0017231193373353,0,"Transport, extracellular"
ISOCHOLt2,0.8690080209766561,0,"Transport, extracellular"
M02155tr,0.9132814030797274,0,"Transport, extracellular"
UDCHOLt2,-0.8821050504065661,0,"Transport, extracellular"
4HATVACIDthc,-9.393254268532809,0,Drug metabolism
ALLOP1tu,-0.9772530054436985,0,Drug metabolism
CRVSM24tev,-5.2708440178118545,0,Drug metabolism
IBUP_Rtdhep,0.9748178126251867,0,Drug metabolism
EX_M00260[e],-3.216370179200777,0,Exchange/demand reaction
