Reaction,fc,pval,Truncating,WT,subSystem,rxnNames,geneRules,kegg,source
HMR_0414,0.359138108516136,0,9.70919344100866,4.578086681846331,Fatty acid oxidation,Palmitoyl Coenzyme A Hydrolase,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0419,0.47733839165117453,0,6.272395919323797,2.219085727360194,"Transport, extracellular",HMR_0419,19.1,NA,NA
HMR_0430,0.42728500133388464,0,2.8232188238637685,1.132849965796739,Fatty acid oxidation,Palmitoyl Coenzyme A Hydrolase,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0582,0.42045375195381807,0,4.2067170605138875,1.7163438694566882,Glycerophospholipid metabolism,CDP-Diacylglycerol-Glycerol-3-Phosphate 3-Phosphatidyltransferase,9489.1,NA,PMID:10799718;PMID:12531542;PMID:566612
HMR_0597,0.5356635742404634,0,5.202284757149154,1.5730074935929332,Glycerophospholipid metabolism,Phosphatidate Phosphatase,8611.1 or 9663.1 or 64748.1 or 9890.1 or 79948.1 or 64900.1 or 23175.1 or 8612.1 or 84513.1 or 8613.1 or 196051.1,NA,PMID:8403799;PMID:9370313
HMR_0625,0.5356635742404634,0,5.202284757149154,1.5730074935929332,Glycerophospholipid metabolism,Diacylglycerol Cholinephosphotransferase,56994.1 or 10390.1,NA,PMID:3029085;PMID:6295501;UNIPROT:Q9Y6K0
HMR_0629,0.5356635742404634,0,5.202284757149154,1.5730074935929332,Glycerophospholipid metabolism,Phospholipase D,5337.1 or 23646.1 or 5338.1 or 122618.1 or 201164.1,NA,PMID:10425394;PMID:10818442;PMID:1869526
HMR_0750,0.3656772505754142,0,84.84936913682222,39.41039882968934,Sphingolipid metabolism,Sphingosine N-Acyltransferase,79603.1 or 91012.1 or 29956.1 or 204219.1 or 253782.1 or 10715.1,NA,PMID:16793762;PMID:16100120;PMID:18165233;PMID:1317856;PMID:9655376
HMR_0758,0.35986988958965754,0,86.77215318819731,40.846163611773775,Sphingolipid metabolism,Sphingosine N-Acyltransferase,79603.1 or 91012.1 or 29956.1 or 204219.1 or 253782.1 or 10715.1,NA,PMID:17713573;PMID:1317856;PMID:9655376
HMR_0761,0.3941227047133585,0,7.2309227301459895,3.14251528316392,Sphingolipid metabolism,Ceramide Glucosyltransferase,7357.1,NA,PMID:10856719
HMR_0770,-0.37536793293592774,0,-311.1984186508894,-141.33273493881225,"Transport, extracellular",HMR_0770,51228.1,NA,NA
HMR_0793,0.5303834195552807,0,8.048740334367775,2.4698528907296144,Glycosphingolipid metabolism,Galactosylceramidase,2581.1,NA,NA
HMR_0795,0.7470934486251799,0,19.307353137936328,2.7949026436644115,Sphingolipid metabolism,Sphingomyelin Phosphodiesterase,55512.1 or 6610.1 or 55627.1 or 6609.1 or 339221.1,NA,PMID:10823942;PMID:12885774;PMID:37279
HMR_0803,0.49982514057331984,0,20.760253795534187,6.923311753444967,Glycosphingolipid metabolism,Alpha-Galactosidase,2717.1,R05961,NA
HMR_0807,0.391221104339325,0,32.48904816485522,14.216753038877808,Glycosphingolipid metabolism,Beta-N-Acetylhexosaminidase,3074.1 or 284004.1 or 3073.1,R05963,NA
HMR_0808,0.47918370088662937,0,26.83843179765819,9.449734143558056,Glycosphingolipid metabolism,Beta-N-Acetylhexosaminidase,3074.1 or 284004.1 or 3073.1,NA,NA
HMR_0810,0.7498353979775624,0,21.109540313242476,3.0179180038547972,Glycosphingolipid metabolism,Globoside Alpha-N-Acetylgalactosaminyltransferase,26301.1,R05965,NA
HMR_0811,0.7498353979775624,0,21.109540313242476,3.0179180038547972,Glycosphingolipid metabolism,Alpha-N-Acetylgalactosaminidase,4668.1,R05966,NA
HMR_0816,0.8137554592449823,0,50.822257320813925,5.218657193615564,Glycosphingolipid metabolism,Ganglioside Galactosyltransferase,8705.1 or 8705.1,R05956,NA
HMR_0819,0.6852321036003934,0,60.62193502166569,11.322973803831642,Glycosphingolipid metabolism,Beta-Galactosidase,3938.1 or 79411.1 or 2720.1,R05994,NA
HMR_0822,0.36256593645499957,0,3.749620099964378,1.7541430569508745,Glycosphingolipid metabolism,HMR_0822,29906.1,R05958,NA
HMR_0830,0.47828188397005084,0,32.591878229373854,11.50238901801419,Glycosphingolipid metabolism,Beta-Galactosidase,3938.1 or 79411.1 or 2720.1,R06010,NA
HMR_0831,-0.40719636000415754,0,-37.72221517051067,-15.891077533571114,"Transport, lysosomal",HMR_0831,NA,NA,NA
HMR_0835,0.4987759668154959,0,7.681757058241668,2.5689504902165283,Glycosphingolipid metabolism,HMR_0835,2760.1,NA,NA
HMR_0836,0.4987759668154959,0,7.681757058241668,2.5689504902165283,Glycosphingolipid metabolism,Beta-N-Acetylhexosaminidase,3074.1 or 284004.1 or 3073.1,NA,NA
HMR_0842,-1,0,NA,3.6316016280945123,Glycosphingolipid metabolism,(N-Acetylneuraminyl)-Galactosylglucosylceramide N-Acetylgalactosaminyltransferase,2583.1,R05946,NA
HMR_0843,0.7186604325667877,0,22.184899486393228,3.6316016280945123,Glycosphingolipid metabolism,Ganglioside Galactosyltransferase,8705.1 or 8705.1,R05948,NA
HMR_0844,0.43399064709453217,0,5.29057039863223,2.088237000637317,Glycosphingolipid metabolism,"Beta-Galactoside Alpha-2, 3-Sialyltransferase",6482.1 or 6484.1 or 6483.1,R05949,NA
HMR_0846,0.6350251038144415,0,5.733624353413812,1.2798757329610317,Glycosphingolipid metabolism,HMR_0846,29906.1,R05950,NA
HMR_0847,0.44001548582051403,0,11.059588922479266,4.300786061512749,Glycosphingolipid metabolism,Exo-Alpha-Sialidase,4759.1 or 10825.1 or 129807.1 or 4758.1 or 4758.1 or 4758.1,R05996,NA
HMR_0855,0.5847565679299759,0,8.315280598872455,2.178798765927344,Glycosphingolipid metabolism,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",29906.1 or 6489.1,R05947,NA
HMR_0867,0.44588804868376186,0,6.329967583615537,2.425852190090884,Glycosphingolipid metabolism,HMR_0867,28.1 or 28.1,R06167,NA
HMR_0870,0.44588804868376186,0,6.329967583615537,2.425852190090884,Glycosphingolipid metabolism,3-Galactosyl-N-Acetylglucosaminide 4-Alpha-L-Fucosyltransferase,2527.1 or 2528.1 or 2525.1,R06162,NA
HMR_0889,0.4227183912462625,0,5.032192889068526,2.041860444367984,Glycosphingolipid metabolism,"N-Acetyllactosaminide Beta-1, 3-N-Acetylglucosaminyltransferase",10678.1 or 11041.1 or 79369.1 or 10331.1,R05975,NA
HMR_0890,0.4227183912462625,0,5.032192889068526,2.041860444367984,Glycosphingolipid metabolism,HMR_0890,2683.1 or 8704.1 or 8702.1 or 8703.1,R06033,NA
HMR_0906,0.6702711543269335,0,2.8417481722525904,0.5609905565949721,Glycosphingolipid metabolism,HMR_0906,2651.1,R06189,NA
HMR_0907,0.6702711543269335,0,2.8417481722525904,0.5609905565949721,Glycosphingolipid metabolism,HMR_0907,NA,R06021,NA
HMR_0908,0.6702711543269335,0,2.8417481722525904,0.5609905565949721,Glycosphingolipid metabolism,Galactoside 2-Alpha-L-Fucosyltransferase,2523.1 or 2524.1,R06085,NA
HMR_0909,0.6702711543269335,0,2.8417481722525904,0.5609905565949721,Glycosphingolipid metabolism,Galactoside 2-Alpha-L-Fucosyltransferase,2523.1 or 2524.1,R06086,NA
HMR_0942,0.40254799587377815,0,4.181799779362131,1.7813469958851536,Arachidonic acid metabolism,Unspecific Monooxygenase,64816.1 or 1565.1 or 1577.1 or 1562.1 or 1571.1 or 1573.1 or 1588.1 or 1545.1 or 1559.1 or 1558.1 or 1543.1 or 1544.1 or 1580.1 or 113612.1 or 1576.1 or 1551.1 or 1557.1 or 29785.1 or 57834.1 or 199974.1 or 66002.1 or 260293.1 or 11283.1 or 1555.1 or 1572.1 or 1553.1 or 1549.1 or 1548.1,R07052,NA
HMR_0960,0.3966836132256724,0,30.991168847233013,13.387054758696188,Arachidonic acid metabolism,Glutathione Peroxidase,2882.1 or 9588.1 or 493869.1 or 2879.1 or 2877.1 or 257202.1 or 2878.1 or 2880.1 or 2876.1,R07034,NA
HMR_0987,0.507220111806586,0,3.9443011103472125,1.2895742598792233,Arachidonic acid metabolism,Arachidonate 15-Lipoxygenase,246.1 or 247.1,NA,NA
HMR_1033,0.6828847549007759,0,4.567058452441625,0.8605959833618555,Arachidonic acid metabolism,Arachidonate:Oxygen 12-Oxidoreductase,239.1,R01596,NA
HMR_1039,0.6828847549007759,0,4.567058452441625,0.8605959833618555,Arachidonic acid metabolism,Arachidonate 12-Lipoxygenase,239.1,NA,NA
HMR_1077,0.6828847549007759,0,4.567058452441625,0.8605959833618555,Arachidonic acid metabolism,Arachidonate 5-Lipoxygenase,240.1,NA,PMID:9837935;PMID:2377602;PMID:10224163
HMR_1081,0.9777086705026107,0,312.4526964904785,3.521745196195626,Leukotriene metabolism,Leukotriene-C4 Synthase,4056.1,NA,PMID:8052639;PMID:7937884
HMR_1084,0.6996211188185874,0,755.2894407897949,133.484454082492,Leukotriene metabolism,Gamma-Glutamyltransferase,2687.1 or 2678.1 or 2686.1 or 124975.1 or 2679.1,NA,PMID:6122208
HMR_1095,-1.2529722760783941,0,-425.0107910484314,47.721824325573444,"Transport, nuclear",HMR_1095,NA,NA,NA
HMR_1129,0.8055385535668615,0,7.227582445284314,0.7784304210775201,Leukotriene metabolism,Alcohol Dehydrogenase,137872.1 or 130.1 or 124.1 or 131.1 or 125.1 or 128.1 or 127.1 or 126.1,NA,PMID:9862787;PMID:11368003;PMID:9799565
HMR_1135,-0.6281394147441669,0,-332.4328272476196,-75.92633934114026,"Transport, peroxisomal",HMR_1135,NA,NA,NA
HMR_1242,0.6281394147441669,0,332.4328272476196,75.92633934114026,"Transport, peroxisomal",HMR_1242,NA,NA,NA
HMR_1311,0.9018758784644291,0,-0.7839561319343745,-15.19491062714653,"Transport, endoplasmic reticular",HMR_1311,NA,NA,NA
HMR_1312,-0.9795635684617156,0,4.687227347330912,454.0256686443329,Eicosanoid metabolism,Prostaglandin-E Synthase,10728.1 or 80142.1 or 9536.1,NA,PMID:10922363
HMR_1317,1,0,NA,-5.783700635248772,Eicosanoid metabolism,HMR_1317,NA,R05060,NA
HMR_1321,1.0329176607875314,0,9.164287076520326,-565.9649136867523,Eicosanoid metabolism,HMR_1321,11102.1 or 91179.1,R02583,PMID:10200320;PMID:234423
HMR_1325,-0.999999988859478,0,2.2349742939695715e-6,401.2333184425354,Eicosanoid metabolism,HMR_1325,8644.1,R02264,NA
HMR_1329,0.7359806228652916,0,-6.808997504926892,-44.77053107984662,Eicosanoid metabolism,"(5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NADP+ 11-Oxidoreductase",8644.1,R02684,NA
HMR_1331,-0.9302239349268638,0,-5.096521437599184,-0.18423520972970878,"Transport, endoplasmic reticular",HMR_1331,NA,NA,NA
HMR_1388,0.47565211470026203,0,5.5913764253627996,1.986800530658482,Eicosanoid metabolism,Arachidonate 15-Lipoxygenase,246.1 or 247.1,NA,NA
HMR_1390,0.41675543844563934,0,6.191846405873825,2.5490360892264823,Eicosanoid metabolism,Prostaglandin-Endoperoxide Synthase,5743.1 or 5742.1,NA,PMID:9115911;PMID:9732298
HMR_1392,0.41675543844563934,0,6.191846405873825,2.5490360892264823,"Transport, endoplasmic reticular",Prostaglandin-Endoperoxide Synthase,5743.1 or 5742.1,NA,NA
HMR_1558,0.5773205639926865,0,7.31978557805915,1.9615054228398774,Cholesterol metabolism,HMR_1558,6309.1,R07215,PMID:11731337;PMID:7946524
HMR_1623,2.3693982713014288,0,15.301999159260093,-6.21907222266515,"Transport, peroxisomal",HMR_1623,NA,NA,NA
HMR_1631,-7.173508479011185,0,-2.7127833568140423,3.591629920655986,"Transport, endoplasmic reticular",7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase,1582.1,NA,PMID:12543708
HMR_1637,0.45104030194290673,0,7.4146244722827,2.8051116196159236,Bile acid synthesis,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:10709654
HMR_1665,1,0,40.88881419336423,NA,"Transport, peroxisomal",Cholate Coenzyme A Ligase,10998.1 or 11001.1,NA,PMID:12543708
HMR_1666,0.474944538345694,0,39.35077730010413,14.008215227493116,"Transport, mitochondrial",Cholate Coenzyme A Ligase,10998.1 or 11001.1,NA,PMID:12543708
HMR_1735,-0.33657070387941596,0,2.4979969145227985,5.032562646623762,Bile acid synthesis,Cholesterol 24-Hydroxylase,10858.1,NA,PMID:14640697;PMID:10377398
HMR_1737,-0.33657070387941596,0,2.4979969145227985,5.032562646623762,Bile acid synthesis,24-Hydroxycholesterol 7Alpha-Hydroxylase,51302.1,NA,PMID:10748047
HMR_1739,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase,1582.1,NA,PMID:10051404
HMR_1740,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,Delta4-3-Oxosteroid 5Beta-Reductase,6718.1,NA,PMID:7508385
HMR_1742,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific),1109.1,NA,PMID:11158055
HMR_1744,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,"Transport, mitochondrial",HMR_1744,NA,NA,PMID:12543708
HMR_1746,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,Cholestanetriol 26-Monooxygenase,1593.1,NA,PMID:1708392;PMID:2019602;PMID:9660774
HMR_1748,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,Cholestanetriol 26-Monooxygenase,1593.1,NA,PMID:1708392;PMID:9660774
HMR_1750,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,Cholestanetriol 26-Monooxygenase,1593.1,NA,PMID:1708392;PMID:9660774
HMR_1752,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,"Transport, mitochondrial",HMR_1752,NA,NA,PMID:12543708
HMR_1754,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,Bile acid synthesis,Cholate Coenzyme A Ligase,10998.1 or 11001.1,NA,PMID:10479480;PMID:10749848;PMID:11980911
HMR_1758,0.39612183742666307,0,2.6487645703848943,1.1456959120427812,"Transport, peroxisomal",HMR_1758,NA,NA,PMID:12543708
HMR_1760,0.39612183742666135,0,2.6487645703848837,1.1456959120427812,Bile acid synthesis,Alpha-Methylacyl Coenzyme A Racemase,23600.1,NA,PMID:7649182;PMID:11060344;PMID:10655068
HMR_1767,0.5295594583403757,0,5.578731104900237,1.7158282199832182,Bile acid synthesis,7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase,1582.1,NA,PMID:10051404
HMR_1768,0.5295594583403757,0,5.578731104900237,1.7158282199832182,Bile acid synthesis,Delta4-3-Oxosteroid 5Beta-Reductase,6718.1,NA,PMID:7508385
HMR_1770,0.5295594583403757,0,5.578731104900237,1.7158282199832182,Bile acid synthesis,3Alpha-Hydroxysteroid 3-Dehydrogenase (Si-Specific),1109.1,NA,PMID:11158055
HMR_1781,0.5726416140325089,0,6.956262225147891,1.8903334175947717,Bile acid synthesis,Cholesterol 25-Hydroxylase,9023.1,NA,PMID:9852097
HMR_1783,0.5726416140325089,0,6.956262225147891,1.8903334175947717,Bile acid synthesis,3Beta-Hydroxy-Delta5-Steroid Dehydrogenase,3283.1 or 3284.1,NA,PMID:11067870;PMID:11454857;PMID:10599696;PMID:1401999
HMR_1807,-0.421343031943418,0,-12.780114110880275,-5.203038194592224,Bile acid synthesis,Cholestanetriol 26-Monooxygenase,1593.1,NA,PMID:9210654;PMID:9660774
HMR_1847,0.35412713099774007,0,2.441329368371468,1.1644315863959946,Bile acid synthesis,Steryl-Sulfatase,412.1,NA,PMID:1606923;PMID:10049998
HMR_1916,-0.46011188551772986,0,76.88204241499808,207.92527359241097,"Transport, golgi apparatus",HMR_1916,3069.1 or 4864.1,NA,NA
HMR_1927,0.3840600081327009,0,3.188910141872865,1.4191417101204173,Steroid metabolism,HMR_1927,51004.1 or 1571.1 or 285440.1,R02723,PMID:9578606;PMID:3024157
HMR_1928,0.3840600081330993,0,3.188910141875845,1.4191417101204173,Steroid metabolism,22Beta-Hydroxycholesterol:Oxygen Oxidoreductase (Side-Chain-Cleaving),1583.1,R04855,PMID:3024157;PMID:9578606
HMR_1929,0.3840600081330993,0,3.188910141875845,1.4191417101204173,Steroid metabolism,"20Alpha, 22Beta-Dihydroxycholesterol, Ferredoxin:Oxygen Oxidoreductase (Side-Chain-Cleaving)",1583.1,R03933,PMID:9578606;PMID:3024157
HMR_1968,-0.5450947367946879,0,106.17372178909778,360.621149041748,Androgen and estrogen synthesis and metabolism,3Beta-Hydroxy-Delta5-Steroid Dehydrogenase,3283.1 or 3284.1,NA,NA
HMR_1971,-0.5450947367946879,0,106.17372178909778,360.621149041748,Androgen and estrogen synthesis and metabolism,Steroid Delta-Isomerase,3283.1 or 3284.1,NA,PMID:2243100;PMID:9536209
HMR_1976,-0.6178248512174563,0,57.42139411481991,243.07639752726556,Androgen and estrogen synthesis and metabolism,3-Oxo-5Alpha-Steroid 4-Dehydrogenase (NADP+),6716.1 or 79644.1 or 6715.1,NA,PMID:2339109;PMID:1944596;PMID:9208814;PMID:17986282;PMID:9536209
HMR_1988,0.36747938683614706,0,5.341201119402493,2.470545325653767,Steroid metabolism,Steroid 21-Monooxygenase,1589.1 or 1589.1 or 1589.1,NA,PMID:3487786;PMID:3038528
HMR_1989,0.6159677445926437,0,3.5243066999362447,0.8375460805159528,Steroid metabolism,"Steroid, Reduced-Adrenal-Ferredoxin:Oxygen Oxidoreductase (11-Hydroxylating)",1584.1 or 1585.1,R03329,NA
HMR_1991,0.36136392682099194,0,7.996306158592063,3.751186192354461,Steroid metabolism,"Steroid, Hydrogen-Donor:Oxygen Oxidoreductase (17-Alpha-Hydroxylating)",1586.1,R04852,NA
HMR_1996,-0.8920691735934656,0,4.683964544042841,82.11171190894981,Steroid metabolism,11Beta-Hydroxysteroid Dehydrogenase,3290.1,NA,PMID:1885595
HMR_2007,0.6085626750367006,0,11.121638601737228,2.7064064901128355,Steroid metabolism,Steroid 21-Monooxygenase,1589.1 or 1589.1 or 1589.1,NA,PMID:3487786;PMID:3038528
HMR_2014,-0.3667928901788666,0,270.6056311372757,584.108812020874,Androgen and estrogen synthesis and metabolism,Delta4-3-Oxosteroid 5Beta-Reductase,6718.1,R01835,NA
HMR_2016,-0.4677712366507479,0,168.3987652813159,464.40718914175034,Androgen and estrogen synthesis and metabolism,3 (Or 17)Alpha-Hydroxysteroid Dehydrogenase,1646.1 or 1645.1 or 8644.1 or 1109.1,R02476,NA
HMR_2029,0.48160676627961624,0,6.7808643586179445,2.3725284483614835,Androgen and estrogen synthesis and metabolism,Unspecific Monooxygenase,64816.1 or 1565.1 or 1577.1 or 1562.1 or 1571.1 or 1573.1 or 1588.1 or 1545.1 or 1559.1 or 1558.1 or 1543.1 or 1544.1 or 1580.1 or 113612.1 or 1576.1 or 1551.1 or 1557.1 or 29785.1 or 57834.1 or 199974.1 or 66002.1 or 260293.1 or 11283.1 or 1555.1 or 1572.1 or 1553.1 or 1549.1 or 1548.1,NA,NA
HMR_2041,-0.9522303177887179,0,9.727237116289139,397.52843912062644,Steroid metabolism,17Beta-Estradiol 17-Dehydrogenase,8630.1 or 3294.1 or 158160.1 or 3292.1 or 7923.1 or 51478.1 or 51144.1 or 51170.1 or 7923.1 or 7923.1 or 7923.1 or 7923.1 or 7923.1,NA,PMID:19027824
HMR_2087,0.3419131030188227,0,704.6770630233765,345.58030675430297,"Transport, lysosomal",HMR_2087,NA,NA,NA
HMR_2088,0.3419131030188227,0,704.6770630233765,345.58030675430297,Androgen and estrogen synthesis and metabolism,Peroxidase,4353.1 or 7173.1 or 9588.1 or 4025.1 or 8288.1,NA,NA
HMR_2089,-0.3419131030188227,0,-704.6770630233765,-345.58030675430297,Androgen and estrogen synthesis and metabolism,Peroxidase,4353.1 or 7173.1 or 9588.1 or 4025.1 or 8288.1,NA,NA
HMR_2090,-0.3419131030188227,0,-704.6770630233765,-345.58030675430297,"Transport, lysosomal",HMR_2090,NA,NA,NA
HMR_2190,0.7858851436247903,0,26.016703920898586,3.119216733094631,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1,NA,PMID:16564093;PMID:19505953;PMID:17583696;PMID:12032166;PMID:11567032
HMR_2193,0.7858851436247903,0,26.016703920898586,3.119216733094631,Fatty acid synthesis,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1,NA,PMID:16564093;PMID:4379659
HMR_2210,0.4040178615117576,0,11.964034711277648,5.0785329643152135,Fatty acid synthesis,Very-Long-Chain Enoyl Coenzyme A Reductase,9524.1 or 253017.1,NA,PMID:10479480
HMR_2281,0.5193906621120025,0,12.200892573623474,3.8593516780607318,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2282,0.4067176597658729,0,2.371757680096064,1.0002873975079345,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2284,0.4290152045341965,0,4.66379961724625,1.8634921882548223,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2287,0.4307372571871079,0,4.863534195493535,1.9351063949604466,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2294,-0.36212580065482236,0,2.719807188478528,5.8079156486282235,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1 or 283985.1,NA,NA
HMR_2295,-0.8518186327660675,0,16.000064176840947,199.95237944694867,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2296,-0.9153389078301136,0,5.256071397197939,118.91127070726654,Fatty acid synthesis,Stearoyl Coenzyme A 9-Desaturase,6319.1 or 79966.1,NA,NA
HMR_2332,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1,NA,PMID:10970790
HMR_2334,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,51144.1,NA,PMID:10970790
HMR_2336,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid synthesis,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1,NA,PMID:10970790
HMR_2338,-0.6482715760617771,0,4.0234152393809435,18.854549494499135,Fatty acid synthesis,Very-Long-Chain Enoyl Coenzyme A Reductase,9524.1 or 253017.1,NA,PMID:10970790
HMR_2342,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1,NA,PMID:10970790
HMR_2343,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Reductase,51144.1,NA,PMID:10970790
HMR_2344,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid synthesis,Very-Long-Chain (3R)-3-Hydroxyacyl Coenzyme A Dehydratase,51495.1 or 192286.1 or 9200.1 or 401494.1 or 201562.1,NA,PMID:10970790
HMR_2345,-0.9515574024206678,0,5.073593194550789,204.39466193945626,Fatty acid synthesis,Very-Long-Chain Enoyl Coenzyme A Reductase,9524.1 or 253017.1,NA,PMID:10970790
HMR_2365,0.45157449232246333,0,2.798213727910738,1.0572049815124398,Fatty acid synthesis,HMR_2365,9415.1 or 3992.1 or 3995.1,NA,NA
HMR_2368,0.5910783763412469,0,36.76686596353054,9.449419180231553,Fatty acid synthesis,"Linoleoyl Coenzyme A, Ferrocytochrome B5:Oxygen Oxidoreductase (6, 7 Cis-Dehydrogenating)",9415.1 or 3992.1 or 3995.1,R03814,NA
HMR_2374,0.5819387105176427,0,51.870290485193024,13.707838604549021,Fatty acid synthesis,HMR_2374,NA,NA,NA
HMR_2376,0.5819387105176427,0,51.870290485193024,13.707838604549021,Fatty acid synthesis,HMR_2376,NA,NA,NA
HMR_2380,0.8270472145497401,0,15.958451991915213,1.5106663371894173,Fatty acid synthesis,HMR_2380,9415.1 or 3992.1 or 3995.1,NA,NA
HMR_2391,0.5627890894492635,0,18.702133108597437,5.232169011707464,Fatty acid synthesis,HMR_2391,NA,NA,NA
HMR_2395,0.5207608287100137,0,6.109458539401764,1.9252809463385616,Fatty acid synthesis,Very-Long-Chain 3-Oxoacyl Coenzyme A Synthase,60481.1 or 64834.1 or 6785.1 or 83401.1 or 79993.1 or 79071.1 or 54898.1,NA,NA
HMR_2472,0.41711122396766837,0,13.790195580696041,5.67220842466616,Fatty acid synthesis,HMR_2472,9415.1 or 3992.1 or 3995.1,NA,NA
HMR_2484,0.644858646552013,0,7.251615189889662,1.5656958964953585,Fatty acid synthesis,HMR_2484,9415.1 or 3992.1 or 3995.1,NA,NA
HMR_2571,-0.8042293387079891,0,-14.798247389087093,-1.6057064449461542,Fatty acid synthesis,HMR_2571,NA,NA,NA
HMR_2585,0.3391925097467474,0,3.091358261822652,1.5253913680080193,"Transport, nuclear",Prostaglandin-Endoperoxide Synthase,5743.1 or 5742.1,NA,NA
HMR_2602,0.5450331387077049,0,71.14888131289035,20.95125496302232,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2603,0.5450331387077049,0,71.14888131289035,20.95125496302232,"Transport, mitochondrial",HMR_2603,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2604,-0.5450331387077049,0,-71.14888131289035,-20.95125496302232,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2608,-0.9879935978282562,0,0.8393634327979759,138.97994643062643,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2609,-0.9879935978282562,0,0.8393634327979759,138.97994643062643,"Transport, mitochondrial",HMR_2609,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2610,0.9879935978282562,0,-0.8393634327979759,-138.97994643062643,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2611,1.2503858550003113,0,12.611108740201999,-113.3445047236638,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
HMR_2612,0.7785230355692635,0,33.978231204617956,4.231261194497719,"Transport, mitochondrial",HMR_2612,114571.1 or 6580.1 or 788.1 or 123096.1 or 6583.1,NA,NA
HMR_2613,-0.3330455667524593,0,-3.256975307730628,-1.6295422862106062,"Transport, mitochondrial",Carnitine O-Acetyltransferase,1384.1 or 1376.1,NA,NA
HMR_2620,0.6432397293545704,0,2.510913377668016,0.545139044645616,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1374.1 or 126129.1 or 1375.1,NA,NA
