Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
CE1918te,0.95375615667456215,0,-7.929373348356015,-335.0080980271786,Transport by Oat1/Oat3 into Extracellular Space,"Transport, extracellular",9356.1 or 9376.1,NA,PMID:14737013
34DHPHAte,1,0,NA,-669.2012235111237,"(3, 4-Dihydroxyphenyl)Acetate (Dopac) Transport, Cytosol","Transport, extracellular",9376.1 or 9356.1,NA,PMID: 14737013
34DHOXMANDte,1.2654488574611804,0,21.536311418709506,-183.79966884799526,"3, 4-Dihydroxymandelate Transport, Cytosol","Transport, extracellular",9376.1 or 9356.1,NA,PMID: 14737013
EX_ahandrostan[e],-1,0,-0.7921778750633959,NA,Exchange of 3Alpha-Hydroxy-5Beta-Androstan-17-One,Exchange/demand reaction,NA,NA,NA
EX_andrstandn[e],0.6972020681018247,9.72507685508415e-14,2.5266844568611533,0.45078593909120795,"Exchange of 5Alpha-Androstane-3, 17-Dione",Exchange/demand reaction,NA,NA,NA
EX_17ahprgnlone[e],0.3707608341684999,0,1.008691866481426,0.46303367649893773,Exchange of 17Alpha-Hydroxypregnenolone,Exchange/demand reaction,NA,NA,NA
XOL25OHtr,1,0,524.9586534188271,NA,"Transport of 25-Hydroxycholesterol, Endoplasmatic Reticulum, within Lipoproteins","Transport, endoplasmic reticular",NA,NA,PMID: 10998465
XOL25OHte,1,0,524.9586534188271,NA,"Transport of 25-Hydroxycholesterol, Extracellular Space, within Lipoproteins","Transport, extracellular",NA,NA,PMID: 10998465
EX_xol25oh[e],1,0,524.9586534188271,NA,Exchange of 25-Hydroxycholesterol,Exchange/demand reaction,NA,NA,NA
CHSTEROLSte,-0.6067824107275918,1.8110956707308837e-14,0.3459363563443476,1.4135798290045953,"Transport of Cholesterol Sulfate, Extracellular Space, within Lipoproteins","Transport, extracellular",NA,NA,PMID: 10998465
EX_chsterols[e],-0.6067824107275918,1.8110956707308837e-14,0.3459363563443476,1.4135798290045953,Exchange of Cholesterol Sulfate,Exchange/demand reaction,NA,NA,NA
LDL_HSDEG,-1,0,NA,38.6181653414607,Degradation of LDL,Glycerophospholipid metabolism,NA,NA,"Murray, R.K., Bender, D. A., Botham, K. M., Kennelly, P. J.,  Rodwell, V. W., Weil, P. A. A lange medical book: Harper's illustrated Biochemistry, (Mc Graw Hill Medical, New York, NY, 2009). Raju, S.M. & Madala, B. Illustrated Medical Biochemistry, (Anshan Ltd, 2005), http://www.medscape.com/viewarticle/451762_5."
EX_34dhoxmand[e],1.2654488574611804,0,21.536311418709506,-183.79966884799526,"Exchange of 3,4-Dihydroxymandelate",Exchange/demand reaction,NA,NA,NA
EX_CE7090[e],1,0,0.5507048850145382,NA,"Exchange of 18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid",Exchange/demand reaction,NA,NA,NA
EX_CE7085[e],1,0,0.7581661136323397,NA,"Exchange of (+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid",Exchange/demand reaction,NA,NA,NA
EX_CE7096[e],1,0,0.5676625405840816,NA,"Exchange of 5,15-Dihydroxyeicosatetraenoic Acid",Exchange/demand reaction,NA,NA,NA
EX_CE4877[e],1,0,0.8153646372497418,NA,Exchange of 15-Deoxy-Prostaglandin J2,Exchange/demand reaction,NA,NA,NA
EX_CE1447[e],1,0,0.5762979425257072,NA,Exchange of 11-Dehydrothromboxane B2,Exchange/demand reaction,NA,NA,NA
EX_CE2006[e],1,0,0.7368815870280603,NA,Exchange of 4-Hydroxy-2-Nonenal,Exchange/demand reaction,NA,NA,NA
EX_C05769[e],-0.4704494453882612,0,0.626307862519933,1.739123944001866,Exchange of Coproporphyrin I,Exchange/demand reaction,NA,NA,NA
EX_mhista[e],0.414345515942864,0,-2.872853177045373,-6.937891059534569,Exchange of N(Tele)-Methylhistaminium,Exchange/demand reaction,NA,NA,NA
PPBNGte,-1.129540635376528,0,-14.431594973395764,237.2434552278757,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular",NA,NA,NA
EX_ppbng[e],-1.129540635376528,0,-14.431594973395764,237.2434552278757,Exchange of Porphobilinogen,Exchange/demand reaction,NA,NA,NA
AMETAMte,-1,0,-38.46487140159118,NA,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular",NA,NA,PMID: 12031851
EX_ametam[e],-1,0,-38.46487140159118,NA,Exchange of S-Adenosylmethioninamine,Exchange/demand reaction,NA,NA,NA
XYLUDte,-1,0,-1.1529176388290974,NA,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular",NA,NA,NA
EX_xylu_D[e],-1,0,-1.152917638824624,NA,Exchange of Xylu_D,Exchange/demand reaction,NA,NA,NA
EX_hdd2crn[e],-1,0,-130.31276115112306,NA,Exchange of Trans-Hexadec-2-Enoyl Carnitine,Exchange/demand reaction,NA,NA,NA
IM4ACte,0.4906106381982339,0,-1.683830515318818,-4.927342161562084,Assumed Passive Diffusion into Extracellular Space,"Transport, extracellular",NA,NA,NA
EX_im4ac[e],-0.49061063819753287,0,1.683830515321798,4.927342161561706,Exchange of Imidazol-4-Ylacetate,Exchange/demand reaction,NA,NA,NA
EX_CE1918[e],-0.9537561566745282,0,7.929373348361976,335.0080980271786,Exchange of 5-Hydroxytryptophol,Exchange/demand reaction,NA,NA,NA
EX_mlthf[e],0.9675424437887766,0,-3.5358902820497753,-214.34189811577798,"Exchange of 5,10-Methylenetetrahydrofolate",Exchange/demand reaction,NA,NA,NA
EX_CE2705[e],1,0,NA,-451.44353503217695,Exchange of Quinonoid Dihydrobiopterin,Exchange/demand reaction,NA,NA,NA
SPHGNte,0.3437308803965619,0,750.7772505613327,366.6745569609642,Passive Diffusion into Extracellular Space,"Transport, extracellular",NA,NA,"PMID:16009329, PMID:25133174"
EX_sphgn[e],-0.3437308803965619,0,-750.7772505613327,-366.6745569609642,Exchange of Sphinganine,Exchange/demand reaction,NA,NA,NA
EX_ldl_hs[e],1,0,NA,-38.6181653414607,Exchange of LDL_Hs,Exchange/demand reaction,NA,NA,NA
EX_HC00005[e],-1,0,NA,77.2363306829214,Exchange of ApoB100,Exchange/demand reaction,NA,NA,NA
CE5026t,1,0,0.7300128816693643,NA,Transport of 5-S-Glutathionyl-L-Dopa,"Transport, extracellular",10928.1 or 4363.1,NA,PMID:9164836
DACT,0.35145190785381747,0,-42.39204559826851,-88.33702788642645,"2, 3-Dihydro-1H-Indole-5, 6-Dione Tautomerization",Tyrosine metabolism,NA,NA,NA
CE5025t,1,0,0.596092045332228,NA,Transport of 5-S-Glutathionyl-Dopamine,"Transport, extracellular",10928.1 or 4363.1,NA,NA
EX_CE5025[e],1,0,0.596092045332228,NA,Exchange of 5-S-Glutathionyl-Dopamine,Exchange/demand reaction,NA,NA,NA
ACER21g,-0.8842923420385881,0,1.8431937780281704,30.01630127186502,Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3),Exchange/demand reaction,340485.1 or 55331.1,NA,NA
ACER22g,0.848781692412005,0,39.962495414876194,3.2686719846011347,Alkaline Ceramidase 2 (Acer2) Or Alkaline Ceramidase 3 (Acer3),Sphingolipid metabolism,340485.1 or 55331.1,NA,NA
ACER23g,-0.3672222154123106,0,1.2586425625461692,2.719507724023344,Alkaline Ceramidase 3 (Acer3) Or Alkaline Ceramidase 2 (Acer2),Sphingolipid metabolism,55331.1 or 340485.1,NA,NA
ACER31r,-0.7456982189581332,0,1.5947388965733185,10.947358842889772,Alkaline Ceramidase 3 (Acer3),Sphingolipid metabolism,55331.1,NA,NA
BGAL3l,0.4680899901826628,0,1.0023244487739995,0.3631564896925698,"Beta-Galactosidase, Lysosomal",Sphingolipid metabolism,2720.1,NA,NA
DES21,-0.6545594889315943,0,2.8533814586995168,13.666866556649655,Sphingolipid C-4 Hydroxylase (Des2),Sphingolipid metabolism,123099.1,NA,NA
EX_gluside_hs[e],-0.33106500229905733,0,-137.11791672863663,-68.90946208727732,Exchange/Demand Reaction,Exchange/demand reaction,NA,NA,NA
GALGLUSIDEtg2,-0.36207262307501126,0,1.4674174991907551,3.1331610377084465,Lactosylceramide Endocytosis,"Transport, extracellular",NA,NA,NA
GM2tl,-0.7446827743068906,0,0.4431937185524001,3.0285165614669967,Ganglioside Gm2 Endocytosis,"Transport, extracellular",NA,NA,NA
HEXA2l,0.4680899901826628,0,1.0023244487739995,0.3631564896925698,"Hexosaminidase A, Lysosomal",Sphingolipid metabolism,3073.1 and 3074.1,NA,NA
NEU11l,-0.7446827743068906,0,0.4431937185524001,3.0285165614669967,"Sialidase, Lysosomal (Neu1)",Sphingolipid metabolism,2720.1 and 4758.1 and 5476.1 and 2588.1,NA,NA
NEU24,-1,0,NA,0.9834510895275511,"Sialidase, Cytosol (Neu2)",Sphingolipid metabolism,4759.1,NA,NA
NEU31e,-0.7680101733516839,0,1.3687518351839092,10.431350393082004,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU33e,0.5775612575483042,0,0.3965870849596158,0.106197935985883,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU34e,0.5775612575483042,0,0.3965870849596158,0.106197935985883,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU35e,-0.87383459806403,0,2.2183087475679817,32.94677951797396,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU36e,0.5775612575483042,0,0.3965870849596158,0.106197935985883,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU37e,-0.9623434611932635,0,0.6654514356629574,34.67775623821467,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
NEU39e,-0.8979366521538762,0,0.7138477844008827,13.274480042687804,"Sialidase, Plasma Membrane (Neu3)",Sphingolipid metabolism,10825.1,NA,NA
SMS1S2,0.9622752109747582,0,75.75251594461724,1.4563439756864467,Sphingomyelin Synthase 1 Or Sphingomyelin Synthase 2,Sphingolipid metabolism,166929.1 or 259230.1,NA,NA
SMS21e,0.9684161658167868,0,109.75027354184259,1.76097641408544,Sphingomyelin Synthase 2,Sphingolipid metabolism,166929.1,NA,NA
SMSn,0.784297809667154,0,30.727528344094004,3.71462383209005,Sphingomyelin Synthase,Sphingolipid metabolism,NA,NA,NA
SPHK11,-0.6545594889315943,0,2.8533814586995168,13.666866556649655,Sphingosine Kinase 1,Sphingolipid metabolism,8877.1,NA,NA
SPHK21n,-1,0,NA,22.945704945075047,Sphingosine Kinase 2,Sphingolipid metabolism,56848.1,NA,NA
SPHK22n,-1,0,NA,14.776302667530826,Sphingosine Kinase 2,Sphingolipid metabolism,56848.1,NA,NA
SPHMYLNtl2,-1,0,NA,1.76097641408544,Endocytosis of Sphingomyelin,"Transport, extracellular",NA,NA,NA
SPMD3n,0.784297809667154,0,30.727528344094004,3.71462383209005,Neutral Sphingomyelinase,Sphingolipid metabolism,55512.1,NA,NA
ST8SIA13e,-0.9386913067755569,0,0.8495569089086057,26.86451965111494,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",Sphingolipid metabolism,7903.1,NA,NA
NH4tr,-1,0,-466.08469713287354,NA,"Ammonia Er Transport, Diffusion","Transport, endoplasmic reticular",NA,NA,NA
TETTET6COAtm,-0.5583949383571029,8.088677865156531e-15,3.6962603069807405,13.043857178220152,"Fatty Acid Intracellular Transport, Mitochondrial","Transport, mitochondrial",NA,NA,NA
TETPENT6COAtm,0.710439857788886,0,30.65763336045984,5.190026784798317,"Fatty Acid Intracellular Transport, Mitochondrial","Transport, mitochondrial",NA,NA,NA
TETPENT3COAtm,1.0253672723332001,0,189.80653377257138,-2.3772844059452414,"Fatty Acid Intracellular Transport, Mitochondrial","Transport, mitochondrial",NA,NA,NA
THCRMtl,1,0,0.6815458968276409,NA,"Trihexosyl Ceramide Transport, Lysosomal","Transport, lysosomal",NA,NA,NA
PCHOL_HStn,0.784297809667154,0,30.727528344094004,3.71462383209005,Phosphatidylcholine Scramblase,"Transport, nuclear",NA,NA,NA
CHOLPtn,-0.784297809667154,0,-30.727528344094004,-3.71462383209005,Choline Phosphate Intracellular Transport,"Transport, nuclear",NA,NA,NA
DAG_HStg,0.9622752109747582,0,75.75251594461724,1.4563439756864467,Diacylglycerol Golgi Export,"Transport, golgi apparatus",NA,NA,NA
PHCRMtg,-0.3672222154123106,0,1.2586425625461692,2.719507724023344,"Phytoceramide Transport, Golgi Apparatus","Transport, golgi apparatus",NA,NA,NA
PHCRMter,-0.7456982189581332,0,1.5947388965733185,10.947358842889772,"Phytoceramide Transport, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
SPHGNtn,-1,0,NA,14.776302667530826,Sphinganine Intracellular Transport,"Transport, nuclear",NA,NA,NA
SPHGNtg,-0.848781692412005,0,-39.962495414876194,-3.2686719846011347,Sphinganine Intracellular Transport,"Transport, golgi apparatus",NA,NA,NA
SPHINGStn,-1,0,NA,22.945704945075047,Sphingosine Intracellular Transport,"Transport, nuclear",NA,NA,NA
SPHINGStg,0.8842923420385881,0,-1.8431937780281704,-30.01630127186502,Sphingosine Intracellular Transport,"Transport, golgi apparatus",NA,NA,NA
EX_cmpacna[e],0.9386913067755569,0,-0.8495569089086057,-26.86451965111494,Exchange of CMP-N-Acetyl-Beta-Neuraminate,Exchange/demand reaction,NA,NA,NA
EX_gd2_hs[e],0.9623434611932635,0,-0.6654514356629574,-34.67775623821467,Exchange of Gd2,Exchange/demand reaction,NA,NA,NA
DHCRMtg,0.848781692412005,0,39.962495414876194,3.2686719846011347,"Dihydroceramide Transport, Golgi Apparatus","Transport, golgi apparatus",NA,NA,NA
PHSPHINGStg,-0.3672222154123106,0,1.2586425625461692,2.719507724023344,"Phytosphingosine Transport, from Golgi to Cytosol (Flippase?)","Transport, golgi apparatus",NA,NA,NA
PHSPHINGStr,-0.7456982189581332,0,1.5947388965733185,10.947358842889772,"Phytosphingosine Transport, from Er to Cytosol (Flippase?)","Transport, endoplasmic reticular",NA,NA,NA
DM_sph1p[n],-1,0,NA,14.776302667530826,"Demand for  (2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",Exchange/demand reaction,NA,NA,NA
DM_sphs1p[n],-1,0,NA,22.945704945075047,Demand for  Sphingosine 1-Phosphate,Exchange/demand reaction,NA,NA,NA
DM_phsph1p[c],-0.6545594889315943,0,2.8533814586995168,13.666866556649655,"Demand for  Phytosphingosine-1-Phosphate,",Exchange/demand reaction,NA,NA,NA
GD1Btl,0.4680899901826628,0,1.0023244487739995,0.3631564896925698,Transport of Gd1B,"Transport, lysosomal",NA,NA,NA
DM_pail35p_hs[n],1,0,958.8561558502197,NA,"Demand for 1-Phosphatidyl-1D-Myo-Inositol 3, 5-Bisphosphate",Exchange/demand reaction,NA,NA,NA
CATr,0.9725622008252192,0,452.81983943138124,6.2985997660692314,Catalase,ROS detoxification,NA,NA,NA
DM_pcreat[c],-0.5558032242228746,0,4.9839460470156745,17.456316101651325,"Demand for  Phosphocreatine,  Cytosolic",Exchange/demand reaction,NA,NA,NA
DM_k[g],-1,0,NA,34.92444486510754,"Demand for  Potassium,  Golgi Apparatus",Exchange/demand reaction,NA,NA,NA
DM_na1[g],-1,0,NA,339.10060219111443,"Demand for  Sodium,  Golgi Apparatus",Exchange/demand reaction,NA,NA,NA
EX_pail_hs[e],1,0,NA,-19.614075264256446,Exchange of 1-Phosphatidyl-1D-Myo-Inositol,Miscellaneous,NA,NA,NA
EX_gm2_hs[e],-1.0392963109533697,0,-0.6023923722236686,31.26137066351861,Exchange of N-Acetyl-Beta-D-Galactosaminyl-(1->4)-[Alpha-N-Acetylneuraminosyl-(2->3)]-Beta-D-Galactosyl-Beta-D-Glucosyl-(1<->1)-Ceramide Anion,Miscellaneous,NA,NA,NA
EX_gm1b_hs[e],0.8979366521538762,0,-0.7138477844008827,-13.274480042687804,Exchange of Gm1B,Miscellaneous,NA,NA,NA
HMR_0164,-1,0,NA,0.4666776046608824,HMR_0164,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0165,-1,0,NA,0.4666776046608824,Butyrate Coenzyme A Ligase,Fatty acid synthesis,6296.1 or 348158.1 or 116285.1 or 54988.1 or 123876.1 or 341392.1,NA,NA
HMR_0166,-1,0,NA,0.4666776046608824,HMR_0166,"Transport, mitochondrial",NA,NA,NA
HMR_0167,-1,0,NA,37.19648359113708,HMR_0167,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0170,-1,0,NA,0.40209175723818336,HMR_0170,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0171,-1,0,NA,0.40209175723818336,Butyrate Coenzyme A Ligase,Fatty acid synthesis,6296.1 or 348158.1 or 116285.1 or 54988.1 or 123876.1 or 341392.1,NA,NA
HMR_0172,-1,0,NA,0.40209175723818336,HMR_0172,"Transport, mitochondrial",NA,NA,NA
HMR_0176,-5.145950992955107,0,-0.7368815870280603,0.4970874240506065,HMR_0176,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0177,-1,0,NA,0.4970874240506065,Butyrate Coenzyme A Ligase,Fatty acid synthesis,6296.1 or 348158.1 or 116285.1 or 54988.1 or 123876.1 or 341392.1,NA,NA
HMR_0178,-1,0,NA,0.4970874240506065,HMR_0178,"Transport, mitochondrial",NA,NA,NA
HMR_0183,-1,0,NA,1.1983493376141015,HMR_0183,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0184,-1,0,NA,1.1983493376141015,Butyrate Coenzyme A Ligase,Fatty acid synthesis,6296.1 or 348158.1 or 116285.1 or 54988.1 or 123876.1 or 341392.1,NA,NA
HMR_0185,-1,0,NA,1.1983493376141015,HMR_0185,"Transport, mitochondrial",NA,NA,NA
HMR_0191,-1,0,NA,0.4912767178402981,HMR_0191,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0194,-1,0,NA,0.4912767178402981,HMR_0194,"Transport, extracellular",19.1,NA,NA
HMR_0197,0.532678936573164,0,202.56684233226775,61.76358917372823,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0201,0.3919877957228251,0,106.76798120684624,46.63563559915349,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0203,-1,0,NA,0.3768156782153192,HMR_0203,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0207,-0.3383438360696352,0,0.6814748904793115,1.378431531101407,HMR_0207,"Transport, extracellular",19.1,NA,NA
HMR_0208,-1,0,NA,0.7533914798170401,HMR_0208,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0232,-1,0,NA,0.9395890914439456,HMR_0232,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0235,-1,0,NA,0.9395890914439456,HMR_0235,"Transport, extracellular",19.1,NA,NA
HMR_0240,-1,0,NA,0.7304551274564058,HMR_0240,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0243,-1,0,NA,0.7304551274564058,HMR_0243,"Transport, extracellular",19.1,NA,NA
HMR_0244,-1,0,NA,0.25023956639972056,HMR_0244,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0247,-1,0,NA,0.25023956639972056,HMR_0247,"Transport, extracellular",19.1,NA,NA
HMR_0254,-1,0,NA,0.4283316511313489,HMR_0254,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0257,-1,0,NA,0.4283316511313489,HMR_0257,"Transport, extracellular",19.1,NA,NA
HMR_0260,-0.6473882451070684,0,6.2671262325689545,29.279767174157826,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0270,-1,0,NA,0.4496986970081867,HMR_0270,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0273,-1,0,NA,0.4496986970081867,HMR_0273,"Transport, extracellular",19.1,NA,NA
HMR_0276,0.7491378866837787,0,3.088534999734058,0.44295902740598175,Palmitoyl Coenzyme A Hydrolase,Fatty acid oxidation,11332.1 or 10965.1 or 570.1 or 122970.1 or 641371.1 or 641372.1 or 344967.1,NA,NA
HMR_0278,-1,0,NA,0.9193735834929193,HMR_0278,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0279,-0.6075365601965855,0,0.2950376742294102,1.2084790578116429,Long-Chain-Fatty-Acid Coenzyme A Ligase,Fatty acid synthesis,2182.1 or 23205.1 or 2181.1 or 81616.1 or 11001.1 or 2180.1 or 23305.1 or 51703.1,NA,NA
HMR_0288,-1,0,NA,0.3856635890676291,HMR_0288,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
HMR_0291,-1,0,NA,0.3856635890676291,HMR_0291,"Transport, extracellular",19.1,NA,NA
HMR_0292,-1,0,NA,0.4708613889182452,HMR_0292,"Transport, extracellular",28965.1 or 2170.1 or 376497.1 or 948.1 or 11000.1 or 2169.1 or 2168.1 or 2173.1 or 2171.1 or 10999.1 or 2172.1 or 2167.1 or 646486.1 or 646480.1,NA,NA
