Reaction,fc,pval,MCF10A_KO,MCF10A_P,rxnNames,subSystem,geneRules,kegg,source
URIt4,-0.8980303388413087,0,0.02707417423722218,0.503949934886524,Uridine Transport in via Sodium Symport,"Transport, extracellular",9154.2 or 9154.1 or 64078.1 or 9153.1,NA,PMID:12856181
VALt4,1,0,57.50611967315665,NA,L-Valine Transport in via Sodium Symport,"Transport, extracellular",11254.1 or (340024.1 and 57393.1) or (340024.1 and 59272.1),NA,"PMID:11133652,PMID:12719981"
XANDp,-0.9555713131748712,0,4.512319597152016,198.61408001544476,"Xanthine Dehydrogenase, Peroxisomal",Purine catabolism,7498.1,NA,"PMID:12637268,PMID:8670112"
XANtx,-0.948051597749653,0,3.6332491781679774,136.2459009315431,Xanthine Diffusion in Peroxisome,"Transport, peroxisomal",NA,NA,NA
XAO2x,-0.899148809874085,0,8.101880398817174,152.56812039545775,Xanthine Oxidase,Purine catabolism,7498.1,NA,"PMID:18538891,PMID:18538892"
XAOx,-0.8517223144264989,0,7.222810036155819,90.19994117849656,"Xanthine Oxidase, Peroxisomal",Purine catabolism,7498.1,NA,"PMID:12637268,PMID:8670112"
XOLTRI24tc,0.9104397542741656,0,1.6076140985604492,0.07536396443660241,24 Trihydroxy Cholesterol Transport,"Transport, endoplasmic reticular",NA,NA,NA
XOLTRI27te,0.6835803782162141,0,-74.06687626127527,-394.0891492325306,27 Trihydroxy Cholesterol Transport,"Transport, extracellular",NA,NA,NA
r0068,0.5359931388004592,0,2.21300462694006,0.668524685968611,Acetyl Adenylate:Coa Ligase (AMP-Forming),Miscellaneous,55902.1 or 84532.1,NA,"PMID:10843999,PMID:14086739,PMID:238571,PMID:2901103"
r0097,0.5359931388004592,0,2.21300462694006,0.668524685968611,Acetate:Coa Ligase (AMP-Forming),Miscellaneous,55902.1 or 84532.1,NA,"PMID:10843999,PMID:14086739,PMID:238571,PMID:2901103"
r0394,-1.1641593930628857,0,-57.02140494402684,751.7291993640899,Xanthine:NAD+ Oxidoreductase,Nucleotide interconversion,7498.1,NA,"PMID:2713424,PMID:8248161"
r0395,-0.4530328496852503,0,8.689694869773856,23.084406608800904,Hypoxanthine:Oxygen Oxidoreductase,Nucleotide interconversion,7498.1,NA,"PMID:11993848,PMID:1643670,PMID:3010873,PMID:8343533"
r0504,-0.7487518164627491,0,3.3300961980384485,23.178323892049214,Xanthine:Oxygen Oxidoreductase,Purine catabolism,7498.1,NA,"PMID:16087479,PMID:1643670,PMID:16756494,PMID:18600557,PMID:8343533"
r0545,-0.5899269769560977,0,0.6581461754260352,2.551751274256113,Phenylacetaldehyde:NAD+ Oxidoreductase Phenylalanine Metabolism Styrene Degradation,Phenylalanine metabolism,221.1 or 218.1 or 222.1 or 220.1,NA,PMID:15230339
r0546,0.3584858611361174,0,0.9725740303376864,0.45927602885146335,Phenylacetaldehyde:NAD+ Oxidoreductase Phenylalanine Metabolism Styrene Degradation,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,PMID:15230339
r0547,-0.873914681270933,0,0.7684718716554838,11.421240291531117,Aldehyde:NADP+ Oxidoreductase Phenylalanine Metabolism,Phenylalanine metabolism,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:17379813,PMID:18621017"
r0548,-0.6807743391973617,0,0.5707118914422066,3.00488970654493,Aldehyde:NADP+ Oxidoreductase Phenylalanine Metabolism,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:17379813,PMID:18621017"
r0752,-0.9041644373015116,0,-214.5134915230155,-10.796347607278824,"3, 4-Dihydroxymandelaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism",Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:10424772,PMID:11958479,PMID:3466164"
r0753,0.9041644373015116,0,214.5134915230155,10.796347607278824,"3, 4-Dihydroxymandelaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism",Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:11790142,PMID:12604221"
r0754,-0.850762251341124,0,-116.5586335796237,-9.39880206092,3-Methoxy-4-Hydroxyphenylacetaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:17379813,PMID:18621017"
r0755,0.850762251335519,0,116.5586335796237,9.39880206130147,3-Methoxy-4-Hydroxyphenylacetaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,PMID:1898068
r0756,-0.9041946891207623,0,-92.90440391244888,-4.674277976792504,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NAD+ Oxidoreductase Tyrosine Metabolism,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:17379813,PMID:18621017"
r0757,0.9041946891209949,0,92.90440391244888,4.674277976780583,3-Methoxy-4-Hydroxyphenylglycolaldehyde:NADP+ Oxidoreductase Tyrosine Metabolism,Miscellaneous,221.1 or 218.1 or 222.1 or 220.1,NA,"PMID:17379813,PMID:18621017"
r0817,-1.287820372579127,0,-6.116184495057864,0.7694496129281891,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.3.2,"Transport, extracellular",6542.1,NA,"PMID:10049700,PMID:10072483,PMID:10391915,PMID:10574970,PMID:11004451,PMID:11311135,PMID:11389679,PMID:11557028,PMID:11564694,PMID:11742812,PMID:11827462,PMID:12117417,PMID:12824232,PMID:12883891,PMID:14574404,PMID:14770310,PMID:15465786,PMID:16082501,PMID:16288981,PMID:17466261,PMID:1904693,PMID:4424190,PMID:6432599,PMID:7690540,PMID:7718542,PMID:9751058,PMID:9759917,PMID:9868191"
r0974,-1,0,-1.1785195915530435,NA,Active Transport,"Transport, extracellular",NA,NA,"PMID:10334869,PMID:12603856,PMID:17024033,PMID:9516450"
r1043,-0.9967032500037687,0,0.0428022379398346,25.92352095233202,Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.3,"Transport, extracellular",9154.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
r1044,-0.9775789690039921,0.0033771308211180337,0.049571620750427245,4.37231430940628,Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.3,"Transport, extracellular",9154.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
r1045,0.9953749816409362,0,42.57190699849578,0.09867611514627934,Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.4,"Transport, extracellular",9153.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
r1109,1,0,0.9448355526144006,NA,Citrate Oxaloacetate-Lyase ( (Pro-3S)-Ch2Coo- ->Acetate),Miscellaneous,NA,NA,PMID:11741334
r2329,0.9027114319215118,0,-6.169139910384349,-120.65233628623012,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.2,"Transport, extracellular",6578.1,NA,"PMID:11076394,PMID:11076396,PMID:14579113"
r2447,-0.9999426556175374,0,0.007679509156942367,267.83055772233007,Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.3,"Transport, extracellular",9154.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
r2449,0.9920158131671931,0,8.99932912813127,0.036070158004760745,Concentrative Nucleoside Transporter (Cnt) Tcdb:2.A.41.2.4,"Transport, extracellular",9153.1 or 64078.1,NA,"PMID:10772724,PMID:12856181"
RE0583C,-1,0,-24.121384421212717,NA,RE0583C,Fatty acid synthesis,NA,NA,PMID:10479480
RE3488R,1,0,0.36094439776912,NA,Prostaglandin-Endoperoxide Synthase,Eicosanoid metabolism,5742.1 or 5743.1,NA,PMID:11034610
RE3496C,1,0,6.169139910384724,NA,Prostaglandin-E Synthase,Eicosanoid metabolism,NA,NA,PMID:12234478
RE3587C,1,0,0.6034598002080853,NA,Prostaglandin-E Synthase,Eicosanoid metabolism,NA,NA,"PMID:9115911,PMID:9732298"
EX_HC02213[e],1,0,6.169139910384724,NA,Exchange of Prostaglandin-E3,Exchange/demand reaction,NA,NA,NA
ALAATB0tc,1,0,0.0213179845588631,NA,Transport of L-Alanine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
ARGATB0tc,1,0,0.2652695144511759,NA,Transport of L-Arginine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
ASNATB0tc,1,0,0.023028023885260335,NA,Transport of L-Asparagine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
CYSATB0tc,1,0,0.069712462771032,NA,Transport of L-Cysteine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
GLNATB0tc,1,0,0.07350883180755773,NA,Transport of L-Glutamine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
ILEATB0tc,1,0,2.4671618339426815,NA,Transport of L-Isoleucine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
LEUATB0tc,1,0,0.31542923493405106,NA,Transport of L-Leucine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
LYSATB0tc,1,0,19.927403339964897,NA,Transport of L-Lysine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
METATB0tc,1,0,0.8022879126505926,NA,Transport of L-Methionine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
PHEATB0tc,1,0,0.5650372746658512,NA,Transport of L-Phenylalanine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
SERATB0tc,1,0,0.06574236481394619,NA,Transport of L-Serine by Atb0,"Transport, extracellular",11254.1,NA,PMID:18195088
THRATB0tc,1,0,0.030466866016760467,NA,Transport of L-Threonine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
TRPATB0tc,1,0,0.026029087105952205,NA,Transport of L-Tryptophan by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
TYRATB0tc,1,0,0.07204327466483228,NA,Transport of L-Tyrosine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
VALATB0tc,1,0,0.3316402475217357,NA,Transport of L-Valine by Atb0 Transporter,"Transport, extracellular",11254.1,NA,PMID:18195088
ADNt5le,-0.9074662496144157,0,0.7591348956469329,15.648605901276321,Adenosine Transport (1:2 Na/Adn Symport),"Transport, extracellular",64078.1,NA,NA
CYTDt5le,0.6409738622263054,0,0.31373917737300216,0.06864251022725366,Cytidine Transport (1:2 Na/Cytd Symport),"Transport, extracellular",64078.1,NA,NA
EX_4hpro[e],-0.4759379714102468,0,-13.714535028996318,-4.869626764594764,Exchange of Hydroxy Proline,Exchange/demand reaction,NA,NA,NA
GSNt5le,0.6973611597021523,0,17.088495557417847,3.0468721688196063,Guanosine Transport in via Sodium (1:2) Symport,"Transport, extracellular",64078.1,NA,NA
INSt5le,-0.9880006938569708,0,0.17444332598712645,28.901125529044865,Inosine Transport in via Sodium (1:2) Symport,"Transport, extracellular",64078.1,NA,NA
URIt5le,0.7372641937402347,7.39638845528465e-8,0.5078685308162856,0.07680768900825642,Transport of Uridine via Sodium Symport (1:2),"Transport, extracellular",64078.1,NA,NA
XMPtr,-1,0,-351.7313731924057,NA,Transport of XMP,"Transport, extracellular",NA,NA,NA
EX_xmp[e],1,0,351.7313731924057,NA,Exchange of Xanthylic Acid,Exchange/demand reaction,NA,NA,NA
BETBGTtc,-1,0,-256.7932377061844,NA,Betaine Transport by Bgt,"Transport, extracellular",6539.1,NA,NA
CRNATBtc,1,0,11.944995679870107,NA,Carnitine Transport by Atb0,"Transport, extracellular",11254.1,NA,NA
SRTNENT4tc,1,0,7.929373348361976,NA,Serotonin Transport by Ent4,"Transport, extracellular",222962.1,NA,NA
r0963,0.9018701065266721,0,25.39051087731421,1.3100621956640854,Folate Transport by Folate Receptors,"Transport, extracellular",2348.1 or 2350.1 or 2352.1,NA,"PMID:14739191,PMID:14977409,PMID:14998787,PMID:16109384,PMID:16171773,PMID:16750224"
EX_acrn[e],1,0,381.3206776619196,NA,Exchange of O-Acetylcarnitine,Exchange/demand reaction,NA,NA,NA
15KPROSTGF2t,-1,0,-90.55763786222785,NA,"Transport of 15-Keto-Prostaglandin F2A, Lactate Antiport","Transport, extracellular",NA,NA,PMID: 11997326
C04805td,1,0,256.1414346866131,NA,"Transport of 5(S)-HETE, Diffusion","Transport, extracellular",NA,NA,NA
EX_15kprostgf2[e],-1,0,-90.55763786222785,NA,Exchange of 15-Keto-Prostaglandin F2A,Exchange/demand reaction,NA,NA,NA
EX_C04805[e],1,0,256.1414346866131,NA,Exchange of 5(S)-HETE,Exchange/demand reaction,NA,NA,NA
EX_xolest183_hs[e],-1,0,-0.49475821639488093,NA,"Exchange of 1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",Exchange/demand reaction,NA,NA,NA
GLYNATm,-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,Glycine-N-Acetyltransferase,Phenylalanine metabolism,10249.1,NA,"PMID:18854818, PMID:21591676"
PHEACGLYsec,-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,Secretion of Phenylacetylglycine,"Transport, extracellular",NA,NA,PMID:19072164
EX_pheacgly[e],-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,Exchange of Phenylacetylglycine,Exchange/demand reaction,NA,NA,NA
1MNCAMt,0.8748430629500853,0,-12.64778203679882,-189.4629812164545,Transport of 1-Methylnicotinamide,"Transport, extracellular",NA,NA,PMID: 24870542
EX_1mncam[e],-0.8748430629500853,0,12.64778203679882,189.4629812164545,Exchange of 1-Methylnicotinamide,Exchange/demand reaction,NA,NA,NA
PHEACGLYtm,-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,"Transport of Phenylacetylglycine, Mitochondrial","Transport, mitochondrial",NA,NA,NA
PACCOALm,-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,"Phenylacetate Coenzyme A Ligase, Mitochondrial",Phenylalanine metabolism,NA,NA,NA
PACALDtm,-0.3836042653578232,6.9297090225872965e-12,1.5432859225277789,3.464165738128731,Intracellular Transport of Pacald,"Transport, mitochondrial",NA,NA,NA
ACNAMt2,1,0,6.874898041282594,NA,N-Acetylneuraminate Proton Symport,"Transport, extracellular",NA,NA,PMID: 21749716.
S2L2N2M2Mt,-1,0,-0.6578935680675976,NA,"De-Fuc Form of Pa6 (W/O Peptide Linkage) Transport, Lysosome to Extracellular","Transport, extracellular",NA,NA,PMID: 25901891.
EX_s2l2n2m2m[e],1,0,0.6578935680675976,NA,Exchange of De-Fuc Form of Pa6 (W/O Peptide Linkage),Exchange/demand reaction,NA,NA,NA
PGP_hs_tm,-1,0,-0.01699881426626888,NA,"Transport of Phosphatidyl Glycerol Phosphate, Mitochondrial","Transport, mitochondrial",NA,NA,NA
CYTDt2r,0.4974117945021132,0,-77.0243203225404,-229.4863358367564,"Cytidine Transport in via Proton Symport, Reversible","Transport, extracellular",64078.1,NA,NA
GLNS,0.4617577719677708,0,2.771120402758416,1.020370165515456,Glutamine Synthetase,Glutamate metabolism,2752.1 or 51557.1,NA,NA
CITL,-0.5306097196246997,0,96.95732303924561,316.1629612654209,Citrate Lyase,Citric acid cycle,171425.1 or 171425.2,NA,PMID:11741334
EX_pyr[e],1,0,886.6382607116699,NA,Exchange of Pyruvate,Exchange/demand reaction,NA,NA,NA
3AIBSYMPt,-1,0,-90.39213876125812,NA,"3-Amino-Isobutyrate Transport, Sodium Symport","Transport, extracellular",NA,NA,"'PMID: 21501141, PMID: 15058382, PMID:18195088.'"
CE7081tr,1,0,0.36094439776912,NA,"Transport of 15(R)-HEPE, Endoplasmatic Reticulum, Active Transport","Transport, endoplasmic reticular",NA,NA,"PMID: 24653705, PMID: 9831619, PMID: 5555776, PMID: 23104810"
CE7081tm,1,0,0.36094439776912,NA,"Transport of 15(R)-HEPE, Extracellular Space, Active Transport","Transport, extracellular",NA,NA,"PMID: 24653705, PMID: 9831619, PMID: 5555776, PMID: 23104810"
EX_CE7081[e],1,0,0.36094439776912,NA,Exchange of 15(R)-HEPE,Exchange/demand reaction,NA,NA,NA
GM2tg,0.360226130659626,0,0.8246500907500071,0.3878690223037945,Ganglioside Gm2 Endocytosis,"Transport, extracellular",NA,NA,NA
UDPGALt2r,0.47968721594175234,0,1.8912715261023958,0.6650410590525542,"UDPgalactose Transport, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
S2L2N2M2Mtl,-1,0,-0.6578935680675976,NA,"Transport of De-Fuc Form of Pa6, Lysosomal",Miscellaneous,NA,NA,NA
DM_15HPET[n],0.8571350037409321,0,13.563458008074342,1.0434046925399918,"Demand for  15S-Hydroperoxyeicosatetraenoate,  Nuclear",Exchange/demand reaction,NA,NA,NA
EX_ga1_hs[e],-0.8979366521538762,0,0.7138477844008827,13.274480042687804,Exchange of Gibberellin A1,Miscellaneous,NA,NA,NA
HMR_0851,1,0,1.0023244487739995,NA,"Alpha-N-Acetylneuraminate Alpha-2, 8-Sialyltransferase",Glycosphingolipid metabolism,6489.1,R06009,NA
HMR_0984,0.8571350037409321,0,13.563458008074342,1.0434046925399918,HMR_0984,"Transport, nuclear",NA,NA,NA
HMR_0985,0.8571350037409321,0,13.563458008074342,1.0434046925399918,Arachidonate 15-Lipoxygenase,Arachidonic acid metabolism,246.1 or 247.1,NA,NA
HMR_1305,1,0,3.0381618254910747,NA,Prostaglandin-Endoperoxide Synthase,Eicosanoid metabolism,5743.1 or 5742.1,NA,PMID:4521806;PMID:4776443
HMR_1390,1,0,0.6034598002080853,NA,Prostaglandin-Endoperoxide Synthase,Eicosanoid metabolism,5743.1 or 5742.1,NA,PMID:9115911;PMID:9732298
HMR_1392,1,0,0.6034598002080853,NA,Prostaglandin-Endoperoxide Synthase,"Transport, endoplasmic reticular",5743.1 or 5742.1,NA,NA
HMR_2016,0.8561470740551981,0,425.5859157037735,32.98325874637291,3 (Or 17)Alpha-Hydroxysteroid Dehydrogenase,Androgen and estrogen synthesis and metabolism,1646.1 or 1645.1 or 8644.1 or 1109.1,R02476,NA
HMR_2440,-0.6873009367841042,0,0.7368815870280603,3.976158352712963,Linoleate 13S-Lipoxygenase,Linoleate metabolism,246.1 or 247.1,R03626,NA
HMR_2495,1,0,1.4650879804721109,NA,HMR_2495,Fatty acid synthesis,NA,NA,NA
HMR_2571,-1,0,-0.36094439776912,NA,HMR_2571,Fatty acid synthesis,NA,NA,NA
HMR_2581,1,0,6.169139910384724,NA,Prostaglandin-Endoperoxide Synthase,Fatty acid synthesis,5743.1 or 5742.1 or 1155.1,NA,NA
HMR_3953,-1.4653259345511906,0,-160.33065172736048,849.4418308925628,HMR_3953,"Transport, endoplasmic reticular",NA,NA,NA
HMR_6359,0.848507054569805,0,10.001424119370917,0.8196588671892882,HMR_6359,"Transport, extracellular",64078.1,NA,PMID:12856181
HMR_6362,-0.9562474806578681,0,2.2597535325855524,101.03731674192548,HMR_6362,"Transport, extracellular",64078.1,NA,PMID:12856181
HMR_6363,-0.7612531003574511,0,0.5386073484530789,3.973345261272788,HMR_6363,"Transport, extracellular",64078.1,NA,PMID:12856181
HMR_6364,0.8321732931278844,0,23.087578966550527,2.1148176114886996,HMR_6364,"Transport, extracellular",64078.1,NA,PMID:12856181
HMR_6365,0.9104287395631153,0,3.3516150679841914,0.15714189172387125,HMR_6365,"Transport, extracellular",64078.1,NA,PMID:12856181
HMR_6747,-0.789614658279053,0,1.5863867723213116,13.494386054765464,L-Metanephrine:Oxygen Oxidoreductase (Deaminating) (Flavin-Containing),Phenylalanine metabolism,4129.1 or 4128.1,R04894,NA
HMR_6790,-0.5927059234080814,0,2.551915023881197,9.979153658652306,Aldehyde Dehydrogenase [NAD (P)+],Phenylalanine metabolism,221.1 or 218.1 or 222.1 or 220.1,NA,NA
HMR_8271,-0.6412389729362821,0,0.22266155015289732,1.0186190425317223,3-Galactosyl-N-Acetylglucosaminide 4-Alpha-L-Fucosyltransferase,Blood group synthesis,2527.1 or 2528.1 or 2525.1,NA,NA
HMR_8374,0.9893088851795903,0,-0.21652600321158788,-40.28925975417916,HMR_8374,"Transport, extracellular",NA,NA,NA
HMR_8580,-0.4484537479184967,0,46.05850390748978,120.9574217149496,Alpha-Amylase,Starch and sucrose metabolism,84569.1 or 277.1 or 278.1 or 276.1 or 280.1 or 279.1,NA,NA
HMR_9593,1,0,0.1557734914583998,NA,HMR_9593,"Transport, extracellular",11254.1 or 6536.1,NA,NA
14HMDZhr,-0.380100879963096,3.1820366716644136e-14,1.1752577330304017,2.6165132020870283,"oxidation of 1-OH-midazolam to 1,4-Dihydroxy-midazolam in hepatocytes",Drug metabolism,(1576.1 or 1577.1),NA,"PMID: 8689807, PMID: 3196361, PMID: 8185679, PMID: 18256203, PMID: 17635335"
1OHMDZhr,-0.380100879963096,3.1820366716644136e-14,1.1752577330304017,2.6165132020870283,oxidation of midazolam to 1-OH-midazolam in hepatocytes,Drug metabolism,(1576.1 or 1577.1),NA,"PMID: 8689807, PMID: 3196361, PMID: 8185679, PMID: 18256203, PMID: 17635335"
3OHACMPhr,-0.3529976780721344,0,0.6854303467063794,1.433357557065002,oxidation of acetaminophen to 3-OH-acetaminophen in hepatocytes,Drug metabolism,(1548.1 or 1571.1),NA,"Kalsi SS, W. D., Waring WS, Dargan PI (2011). ""Does cytochrome P450 liver isoenzyme induction increase the risk of liver toxicity after paracetamol overdose?"" Open Access Emergency Medicine 3(1): 69-76., PMID: 11095574"
3OHACMPtev,1,0,0.6854303467063794,NA,efflux of 3-OH-acetaminophen into hepatic vein,Drug metabolism,NA,NA,"PMID: 1026559, PMID: 11215692, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
ALLOP1tu,-0.559374190225709,0,1.0003648377102066,3.5402899106924783,uptake of allopurinol by the enterocytes,Drug metabolism,(9154.1 or 9153.1 or 64078.1),NA,"PMID: 14625347, PMID: 17722647."
AM4N9CShc,0.7669657688236393,0,75.49597392570377,9.956698964462456,demethylation of AM9 to AM4N9 in hepatocytes,Drug metabolism,NA,NA,"PMID: 8361996, PMID: 2568911, PMID: 10503812"
AM4N9CStev,0.7669657688236393,0,75.49597392570377,9.956698964462456,efflux of AM4N9-cyclosporine into hepatic vein,Drug metabolism,NA,NA,"PMID: 8361996, PMID: 8595701, PMID: 3276417, PMID: 1788988, Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal, Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
AM9CSAhr,0.7669657688236393,0,75.49597392570377,9.956698964462456,oxidation of cyclosporine to AM9 in hepatocytes,Drug metabolism,(1576.1 or 1577.1),NA,"PMID: 8361996, PMID: 2568911, PMID: 10503812"
EX_2hatvacid[e],0.37175185318677384,7.690812111032611e-11,1.4264531309144164,0.6533007656822075,exchange reaction for 2-hydroxy-atorvastatin-acid in portal blood,Exchange/demand reaction,NA,NA,NA
EX_3ohacmp[e],1,0,0.6854303467063794,NA,exchange reaction for 3-OH-acetaminophen in hepatic vein,Exchange/demand reaction,NA,NA,NA
EX_am4n9cs[e],0.7669657688236393,0,75.49597392570377,9.956698964462456,exchange reaction for AM4N9-cyclosporine in hepatic vein,Exchange/demand reaction,NA,NA,NA
EX_csa[e],-0.6905179928602646,0,-77.8453235432148,-14.251091723569482,exchange reaction for cyclosporine in intestinal lumen,Exchange/demand reaction,NA,NA,NA
EX_nfdac[e],-1,0,-11.873968290346266,NA,exchange reaction of acid metabolite of nifedipine in portal vein,Exchange/demand reaction,NA,NA,NA
EX_nfdlac[e],-0.4847922475884198,0,11.873968290370108,34.21993551752306,exchange reaction of lactone form of nifedipine in portal vein,Exchange/demand reaction,NA,NA,NA
NFDACOXDhc,-0.4847922475884198,0,11.873968290370108,34.21993551752306,oxidation of acid metabolite of nifedipine in hepatocytes,Drug metabolism,(1576.1 or 1577.1),NA,"PMID: 3203042, PMID: 12814972, PMID: 3609112"
NFDACtep,-1,0,-11.873968290370108,NA,exit of acid metabolite of nifedipine into portal vein,Drug metabolism,NA,NA,PMID: 3203042
NFDLAChc,-0.4847922475884198,0,11.873968290370108,34.21993551752306,lactonization of hydroxy metabolite of nifedipine in hepatocytes,Drug metabolism,NA,NA,"PMID: 3203042, PMID: 12814972, PMID: 3609112"
NFDLACtep,-0.4847922475884198,0,11.873968290370108,34.21993551752306,exit of lactone form of nifedipine into portal vein,Drug metabolism,NA,NA,PMID: 3203042
3OHACMPitr,0.3529976780721344,0,-0.6854303467063794,-1.433357557065002,3OHACMPitr,Drug metabolism,NA,NA,NA
ACMPitr,-0.5462337865453222,0,0.6854303467063794,2.3356422954719047,ACMPitr,Drug metabolism,NA,NA,NA
CSAitr,0.6905179928602646,0,77.8453235432148,14.251091723569482,CSAitr,Drug metabolism,NA,NA,NA
NFDOHitr,-0.4847922475884198,0,11.873968290370108,34.21993551752306,NFDOHitr,Drug metabolism,NA,NA,NA
NFDACitr,-1,0,-11.873968290370108,NA,NFDACitr,Drug metabolism,NA,NA,NA
AM9CSAitr,0.7669657688236393,0,75.49597392570377,9.956698964462456,AM9CSAitr,Drug metabolism,NA,NA,NA
sink_phe_L[c],-1,0,-157.22029014498628,NA,Sink_phe_L[c],Exchange/demand reaction,NA,NA,NA
sink_trp_L[c],-1,0,-12.139250065135956,NA,Sink_trp_L[c],Exchange/demand reaction,NA,NA,NA
sink_val_L[c],-1,0,-104.3160427165322,NA,Sink_val_L[c],Exchange/demand reaction,NA,NA,NA
sink_gln_L[c],-1,0,-313.6009844089545,NA,Sink_gln_L[c],Exchange/demand reaction,NA,NA,NA
3HLYTCL,-1,0,NA,20.648447442946384,3-Hydroxy-L-Tyrosine Carboxy-Lyase,Tyrosine metabolism,1644.1,NA,NA
5ADTSTSTERONEtr,-1,0,NA,240.67455625870227,5 Alpha Dihydrotesterone Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
AASAD3m,-1,0,NA,1.6262005156192025,"L-Aminoadipate-Semialdehyde Dehydrogenase (NADH), Mitochondrial",Lysine metabolism,NA,NA,PMID:15865210
ARACHDtr,-1,0,NA,4.440817740238008,Intracellular Transport,"Transport, endoplasmic reticular",NA,NA,NA
ARSA,-1,0,NA,0.38196691363407337,Arylsulfatase A,Sphingolipid metabolism,410.1,NA,PMID:2562955
BILIRUBt2,1,0,NA,-95.59411916868072,Bilirubin Transport via Bicarbonate Antiport,"Transport, extracellular",10599.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
BIOCYTtn,-1,0,NA,0.6806093175241478,"Biocytin Transport, Nuclear","Transport, nuclear",NA,NA,"PMID:16011464,PMID:5867120,PMID:7758201,PMID:8593541"
BTND1n,-1,0,NA,0.6806093175241478,"Biotinidase (Biotin), Nuclear",Biotin metabolism,686.1,NA,"PMID:16011464,PMID:5867120,PMID:7758201,PMID:8593541"
BTNt4i,-1,0,NA,184.29582277622222,Biotin Uptake (Antiport),"Transport, extracellular",80704.1,NA,"PMID:14770311,PMID:15623830"
BTNtn,1,0,NA,-0.6806093175241478,"Biotin Transport, Nuclear","Transport, nuclear",NA,NA,"PMID:16011464,PMID:5867120,PMID:7758201,PMID:8593541"
CH25H,-1,0,NA,0.117887361513219,Cholesterol 25-Hydroxylase,Bile acid synthesis,9023.1,NA,NA
DHEASULT,-1,0,NA,0.2031210075626474,Dehydroepiandrosterone Sulfotransferase,Steroid metabolism,6783.1 or 6822.1 or 6818.1,NA,"PMID:11535246,PMID:1588921"
ESTRIOLtr,-1,0,NA,5.619465874212409,"Transport of Estriol, Endoplasmatic Reticulum","Transport, endoplasmic reticular",NA,NA,NA
