Reaction,fc,pval,MCF10A_KO,MCF10A_P,subSystem,rxnNames,geneRules,kegg,source
HMR_3202,-0.7031317388349658,0,2.0727497704187687,11.891355131091679,Fatty acid oxidation,2-Methyl-Branched-Chain-Enoyl Coenzyme A Reductase,36.1,NA,NA
HMR_3203,-0.7031317388349658,0,2.0727497704187687,11.891355131091679,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,3030.1 or 1892.1,NA,NA
HMR_3204,-0.7031317388349658,0,2.0727497704187687,11.891355131091679,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,3028.1 or 3030.1 or 3033.1,NA,NA
HMR_3205,-0.7031317388349658,0,2.0727497704187687,11.891355131091679,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3229,-0.4428250312243353,0,7.083707379581232,18.34352024748521,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,3030.1 or 3032.1 or 10449.1,NA,NA
HMR_3342,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,NA
HMR_3343,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,NA
HMR_3344,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,NA
HMR_3345,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,NA
HMR_3346,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3347,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,PMID:9920399;PMID:10407780;PMID:9568246;PMID:7923814
HMR_3348,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,PMID:7923814;PMID:8319713;PMID:11427448;PMID:9920399
HMR_3349,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,PMID:7923814;PMID:9920399;PMID:9568246
HMR_3350,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acyl Coenzyme A Oxidase,8310.1 or 51.1,NA,PMID:1047780;PMID:8973539;PMID:11135616
HMR_3351,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,1962.1,NA,PMID:9568246;PMID:7923814;PMID:9920399;PMID:10407780
HMR_3352,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,3-Hydroxyacyl Coenzyme A Dehydrogenase,1962.1 or 3295.1,NA,PMID:8319713;PMID:11427448;PMID:9920399;PMID:7923814
HMR_3353,-0.5249267735130763,0,3.8807396870652098,12.456698293864774,Fatty acid oxidation,Acetyl Coenzyme A C-Acyltransferase,30.1 or 4645.1,NA,PMID:9920399;PMID:9568246;PMID:7923814
HMR_3398,0.43233111702283034,0,5.52214291068654,2.1885642645713457,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3408,-0.5281712631635973,0,1.1913918701085997,3.858711174046132,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3411,-0.6166970298943483,0,0.5574915181479999,2.3513902888170524,Fatty acid oxidation,Enoyl Coenzyme A Hydratase,30.1 or 3028.1 or 37.1 or 3030.1 or 33.1 or 34.1 or 1892.1 or 3032.1 or 3033.1 or 10449.1 or 28976.1,NA,NA
HMR_3505,-0.4450219247261696,0,2.053913233767986,5.347868296987331,Fatty acid oxidation,"4, 8, 12-Trimethyltridecanoyl Coenzyme A:Propanoyl Coenzyme A C2-4, 8, 12-Trimethyltridecanoyltransferase",30.1 or 4645.1,R05330,PMID:10706581;PMID:16685654
HMR_3522,-0.5580859147882805,0,2.137306120341704,7.535642499604309,Fatty acid oxidation,Medium-Chain Acyl Coenzyme A Dehydrogenase,33.1 or 34.1,NA,PMID:10407780;PMID:9819701;PMID:9469587;PMID:10407780;PMID:9819701;PMID:9469587
HMR_3627,-0.43239486090554097,0,1.7505156419773957,4.417559737925324,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3647,-0.3841172546409452,0,1.4742218347258549,3.3131239574229254,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3648,-0.42984787179527006,0,1.735694313458704,4.352836194789971,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3659,-0.584604394078373,0,2.2018085157776444,8.399211256169876,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3678,-0.3317013970230081,0,1.609358010263083,3.2069262168595336,Cholesterol metabolism,Acyl Coenzyme A:Cholesterol O-Acyltransferase,6646.1 or 8435.1,R01461,NA
HMR_3686,-0.43239486090554097,0,1.7505156419773957,4.417559737925324,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3706,-0.3841172546409452,0,1.4742218347258549,3.3131239574229254,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3707,-0.42984787179527006,0,1.735694313458704,4.352836194789971,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3718,-0.584604394078373,0,2.2018085157776444,8.399211256169876,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3737,-0.3317013970230081,0,1.609358010263083,3.2069262168595336,Cholesterol metabolism,Steryl-Ester Acylhydrolase,3988.1 or 1056.1,R02115,NA
HMR_3831,-0.5211365895294041,0,78.86706020213812,250.52565796203612,Glutamate metabolism,Aspartate Ammonia-Lyase,2271.1,NA,NA
HMR_3859,-0.3410190682747097,0,53.826740441187845,109.53683458749484,Pyruvate metabolism,(R)-Lactate:Ferricytochrome-C 2-Oxidoreductase,197257.1 or 124637.1,R00197,NA
HMR_3864,1,0,119.8572154357314,NA,"Transport, mitochondrial",HMR_3864,10165.1 or 8604.1,NA,NA
HMR_3951,-1,0,-459.7441669139862,NA,"Transport, extracellular",HMR_3951,NA,NA,NA
HMR_4124,-0.7236600595062852,0,0.7009240462974641,4.3719875642730415,Aminosugar metabolism,UDP-D-Glucuronate Carboxy-Lyase (UDP-D-Xylose-Forming),80146.1,R01384,PMID:11877387
HMR_4182,-1,6.73010493531582e-8,0,0.5347462509155273,Pyrimidine synthesis,HMR_4182,9917.1 or 79672.1 or 79707.1 or 64122.1 or 55277.1,NA,NA
HMR_4261,-0.730599514483187,0,1.6153907135009766,10.3770948263973,NAD metabolism,Deamido-NAD+:Ammonia Ligase (AMP-Forming),55191.1,R00189,NA
HMR_4263,-1,0,NA,3.3519777231118817,NAD metabolism,NAD+ Diphosphatase,83594.1,NA,NA
HMR_4278,1,0,4.528206669403282,NA,NAD metabolism,Deamido-NAD+:Ammonia Ligase (AMP-Forming),55191.1,R00189,NA
HMR_4343,-0.6449303241238017,0,116.14828646979183,538.0798516170502,Pyrimidine synthesis,Uracil Phosphoribosyltransferase,139596.1,NA,NA
HMR_4756,-0.5133854669046867,0,1.8352449820129884,5.707665708874736,"Transport, mitochondrial",HMR_4756,10058.1,NA,NA
HMR_4757,-0.5133854669046867,0,1.8352449820129884,5.707665708874736,Heme synthesis,Protoporphyrinogen Oxidase,5498.1,NA,NA
HMR_4771,0.5658522538117998,0,-5.132723705536396,-18.512331465665135,Heme synthesis,HMR_4771,NA,R03166,NA
HMR_4964,0.46045362397493556,0,52.659004272432256,19.45421234462069,"Transport, mitochondrial",HMR_4964,6576.1,NA,PMID:14598172;PMID:;PMID:18406340;PMID:8132483;PMID:16919238;PMID:17173541
HMR_5301,-1,0,0,11.153621068143286,Purine synthesis,Uridine Kinase,83549.1 or 7371.1 or 54963.1,NA,NA
HMR_5387,-0.6722522632910813,0,4.560001225009025,23.266285362342035,Methionine and cysteine metabolism,"5- (Methylthio)-2, 3-Dioxopentyl-Phosphate Phosphohydrolase (Isomerizing)",58478.1,R07395,NA
HMR_5389,-0.6722522632910813,0,4.560001225009025,23.266285362342035,Methionine and cysteine metabolism,"1, 2-Dihydroxy-5- (Methylthio)Pent-1-En-3-One:Oxygen Oxidoreductase (Formate-Forming)",55256.1,R07364,NA
HMR_5420,-0.5815162607206337,0,4.937201893307338,18.658467089240254,"Transport, mitochondrial",HMR_5420,51312.1 or 81894.1,NA,NA
HMR_5996,1,0,3.4858503655286766e-4,NA,"Transport, extracellular",HMR_5996,9057.1 or 64849.1,NA,PMID:12739168;PMID:12915942
HMR_6397,1,0,167.22957335412502,NA,Lipoate metabolism,Dihydrolipoyl Dehydrogenase,1738.1,NA,NA
HMR_6408,1,0,167.22957335412502,NA,"Transport, mitochondrial",HMR_6408,NA,NA,NA
HMR_6515,0.8953286931066059,0,537.9722979470253,29.71002533933057,Methionine and cysteine metabolism,3-Mercaptopyruvate:Cyanide Sulfurtransferase,4357.1 or 7263.1,R03105,NA
HMR_6533,1,0,18.48927396891117,0,"Transport, extracellular",HMR_6533,65010.1,NA,NA
HMR_6534,-0.9873293207769702,0,0.14512581691741944,22.762220247632264,"Transport, extracellular",HMR_6534,116369.1 or 115111.1 or 1836.1 or 115019.1,NA,NA
HMR_6545,0.49264803358090725,0,10.118263414085943,3.4392038339858297,Inositol phosphate metabolism,HMR_6545,9108.1 or 29085.1 or 8776.1 or 8898.1 or 55613.1 or 23371.1 or 51559.1 or 9896.1 or 163404.1 or 30833.1 or 81537.1 or 51496.1 or 374462.1 or 9107.1 or 8446.1 or 138639.1 or 84814.1 or 130367.1 or 64419.1 or 3636.1 or 23203.1 or 22876.1 or 56953.1 or 403313.1 or 22908.1 or 145553.1,NA,NA
HMR_6558,-0.48812010711710213,0,5.566155235927885,16.181740367391885,Inositol phosphate metabolism,"Phosphatidylinositol-3, 4, 5-Trisphosphate 3-Phosphatase",93492.1 or 5728.1,NA,PMID:7556092
HMR_6595,-0.3505904820277617,0,11.801465189511498,24.543752621158166,Inositol phosphate metabolism,1-Phosphatidylinositol-4-Phosphate 5-Kinase,8395.1 or 8394.1 or 138429.1 or 23396.1,NA,PMID:9211928;PMID:10231032;PMID:11493657;PMID:10358929
HMR_6617,-0.7481979523780966,0,28.13753014600519,195.35175766356383,"Transport, nuclear",HMR_6617,NA,NA,NA
HMR_6619,0.7481979523780966,0,-28.13753014600519,-195.35175766356383,"Transport, nuclear",HMR_6619,NA,NA,NA
HMR_6632,1,0,14.63192257082587,NA,Vitamin A metabolism,NADP-Retinol Dehydrogenase,51109.1 or 10170.1 or 50700.1 or 157506.1 or 145226.1 or 9249.1,R08379,NA
HMR_6647,1,0,69.43423349560499,NA,Vitamin A metabolism,Retinal:NAD+ Oxidoreductase,8854.1 or 216.1,R02123,NA
HMR_6728,-0.5419098963823361,0,4.116725803879679,13.85670680847654,Phenylalanine metabolism,"L-Tyrosine, Tetrahydrobiopterin:Oxygen Oxidoreductase (3-Hydroxylating)",7054.1,R01815,NA
HMR_6755,4.398032573071467,0,24.417574649979677,-15.37073237200278,Phenylalanine metabolism,Catechol O-Methyltransferase,1312.1 or 220074.1,R04887,NA
HMR_6975,-0.3518852087159247,0,4.5292648320829265,9.447471675069874,Lysine metabolism,HMR_6975,55904.1 or 58508.1 or 9739.1 or 6839.1 or 84444.1 or 9757.1 or 7468.1 or 51111.1 or 55870.1 or 4297.1 or 84787.1 or 83852.1 or 23067.1 or 9869.1 or 80854.1 or 54904.1 or 79723.1 or 64324.1 or 8085.1 or 6419.1 or 79813.1 or 29072.1 or 387893.1 or 64754.1 or 10919.1,R03875,NA
HMR_6976,-0.3518852087159247,0,4.5292648320829265,9.447471675069874,Lysine metabolism,S-Adenosyl-L-Methionine:Cytochrome-C-L-Lysine N6-Methyltransferase,55904.1 or 58508.1 or 9739.1 or 6839.1 or 84444.1 or 9757.1 or 7468.1 or 51111.1 or 55870.1 or 4297.1 or 84787.1 or 83852.1 or 23067.1 or 9869.1 or 80854.1 or 54904.1 or 79723.1 or 64324.1 or 8085.1 or 6419.1 or 79813.1 or 29072.1 or 387893.1 or 64754.1 or 10919.1,R04866,NA
HMR_6977,-0.3518852087159247,0,4.5292648320829265,9.447471675069874,Lysine metabolism,S-Adenosyl-L-Methionine:Cytochrome-C-L-Lysine N6-Methyltransferase,55904.1 or 58508.1 or 9739.1 or 6839.1 or 84444.1 or 9757.1 or 7468.1 or 51111.1 or 55870.1 or 4297.1 or 84787.1 or 83852.1 or 23067.1 or 9869.1 or 80854.1 or 54904.1 or 79723.1 or 64324.1 or 8085.1 or 6419.1 or 79813.1 or 29072.1 or 387893.1 or 64754.1 or 10919.1,R04867,NA
HMR_6978,-0.3518852087159247,0,4.5292648320829265,9.447471675069874,Lysine metabolism,Signal Peptidase I,28972.1 or 9789.1 or 60559.1 or 23478.1 or 90701.1,R04313,NA
HMR_7180,-0.3381381045646614,0,1.839851961227801,3.7197730116455547,O-glycan metabolism,"Beta-1, 3-Galactosyl-O-Glycosyl-Glycoprotein Beta-1, 6-N-Acetylglucosaminyltransferase",9245.1 or 51301.1 or 2650.1,R05910,NA
HMR_7181,-0.3381381045646614,0,1.839851961227801,3.7197730116455547,O-glycan metabolism,HMR_7181,9334.1,R07628,NA
HMR_7182,-0.33813810456466004,0,1.8398519612278068,3.7197730116455547,"Transport, golgi apparatus",HMR_7182,NA,NA,NA
HMR_7198,-0.42386281142830984,0,1.7690360360096282,4.3719875642730415,"Transport, lysosomal",HMR_7198,NA,NA,NA
HMR_7278,0.356461334080662,0,38.15900186504973,18.103570323802067,N-glycan metabolism,UDPglucose:Dolichyl-Phosphate Beta-D-Glucosyltransferase,29880.1,R01005,NA
HMR_7628,-0.39254574631784134,0,5.862522027813395,13.439415500081083,Phenylalanine metabolism,L-Phenylalanine:Oxygen Oxidoreductase (Decarboxylating),9588.1 or 8288.1 or 7837.1 or 137902.1 or 4025.1,R00698,NA
HMR_7711,0.6796002672664364,0,46.59600424579554,8.888631180740719,"Transport, lysosomal",HMR_7711,NA,NA,NA
HMR_7712,-1,0,-4.528206669403282,NA,"Transport, nuclear",HMR_7712,NA,NA,NA
HMR_7756,-0.39254574631784134,0,5.862522027813395,13.439415500081083,Phenylalanine metabolism,2-Phenylacetamide Amidohydrolase,158584.1,R02540,NA
HMR_7758,-1.1003788948406128,0,-1.0579129831463128,22.13630769602149,"Transport, mitochondrial",HMR_7758,1622.1,NA,NA
HMR_7906,1,0,6.053286277019214,NA,"Transport, extracellular",HMR_7906,NA,NA,NA
HMR_7977,0.6446329236612913,0,346.94345180187224,74.96644287481308,"Transport, extracellular",HMR_7977,NA,NA,NA
HMR_8023,0.35188520871585527,0,-4.5292648320829265,-9.447471675068376,"Transport, extracellular",HMR_8023,NA,NA,NA
HMR_8475,1,0,NA,-70.8196583567556,"Transport, mitochondrial",HMR_8475,2030.1 or 3177.1,NA,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738
HMR_8476,-0.33282827896725425,0,-334.0391241408825,-167.20943039866202,"Transport, nuclear",HMR_8476,2030.1 or 3177.1,NA,PMID:12838422;PMID:12006583;PMID:14747464;PMID:16595656;PMID:17187757;PMID:17279066;PMID:7479738
HMR_8590,-1,0,NA,62.628127464142445,"Transport, lysosomal",HMR_8590,NA,NA,NA
HMR_8670,0.9974603962230224,0,79.31537676040232,0.10084286565780638,"Transport, extracellular",HMR_8670,65010.1,NA,NA
HMR_8776,-0.5448246607192943,0,8.830260324011556,29.969119000736764,"Transport, mitochondrial",HMR_8776,NA,NA,NA
HMR_9177,1,0,11.731395327609045,NA,"Transport, endoplasmic reticular",HMR_9177,NA,NA,NA
HMR_9178,-0.47211806363357484,0,-18.288395277565055,-6.557975036544783,"Transport, extracellular",HMR_9178,NA,NA,NA
HMR_9185,-0.8955294874235257,0,-271.5676001638889,-14.967219753910122,"Transport, extracellular",HMR_9185,NA,NA,NA
HMR_9188,-0.5719376105889195,0,-121.01711517867855,-32.95479103882079,"Transport, extracellular",HMR_9188,NA,NA,NA
HMR_9561,-0.6350047963288662,0,43.60812730994914,195.3436554605484,Miscellaneous,HMR_9561,1208.1,NA,PMID:10769148;PMID:8017323
HMR_9607,1,0,0.1274883913040161,NA,"Transport, extracellular",HMR_9607,8884.1,NA,NA
HMR_9608,1,0,151.59770374545195,NA,"Transport, extracellular",HMR_9608,8884.1,NA,NA
HMR_9609,1,0,10.167255536579596,NA,"Transport, extracellular",HMR_9609,8884.1,NA,NA
HMR_9621,-0.9528097116510289,0,4.044648523571324,167.37403379772437,"Transport, extracellular",HMR_9621,345274.1,NA,NA
HMR_9622,-0.6268854692290429,0,22.19735822261311,96.78679485632101,"Transport, extracellular",HMR_9622,116085.1,NA,NA
HMR_9627,0.8786904557446165,0,40.31554143089452,2.603228191443831,"Transport, endoplasmic reticular",HMR_9627,NA,NA,NA
HMR_9639,-0.3979515516210012,0,-912.6321109313965,-393.03847525329587,"Transport, extracellular",HMR_9639,NA,NA,NA
HMR_9674,0.544546859739868,0,32.68844144497295,9.639107556005012,"Transport, nuclear",HMR_9674,NA,NA,NA
HMR_9678,0.7013383454558959,0,78.39580065046111,13.762000717912708,"Transport, peroxisomal",HMR_9678,NA,NA,NA
HMR_9726,-0.5402754095137777,0,25.27634811475985,84.68665424727007,Folate metabolism,5-Formyltetrahydrofolate:L-Glutamate N-Formiminotransferase,10841.1,R03189,NA
HMR_9801,-0.6286944752391443,0,13.442845851388919,58.965696197894964,Miscellaneous,GTP:5-Hydroxy-L-Lysine O-Phosphotransferase,123688.1,R03378,NA
HMR_9803,-0.6999598501533686,0,11.814319288203556,66.9372697524136,Propanoate metabolism,3-Oxopropionyl Coenzyme A:NAD+ Oxidoreductase,NA,R00744,NA
HMR_9804,0.6999598501533686,0,-11.814319288203556,-66.9372697524136,Propanoate metabolism,HMR_9804,51171.1 or 80270.1 or 10202.1 or 10553.1 or 7923.1 or 157506.1 or 130752.1 or 145226.1 or 84869.1 or 1487.1 or 112724.1 or 56898.1 or 374875.1 or 121214.1 or 195814.1 or 3291.1 or 100288072.1 or 93517.1 or 51741.1 or 1645.1 or 340811.1 or 128.1 or 57016.1 or 51170.1 or 1109.1 or 7923.1 or 7923.1 or 441282.1 or 7923.1 or 7923.1 or 7923.1 or 57665.1,R04919,NA
HMR_9807,-0.6286944752391443,0,13.442845851388919,58.965696197894964,Miscellaneous,5-Phosphonooxy-L-Lysine Phospho-Lyase,85007.1,R10270,NA
HMR_1484,-0.43186344875546023,0,0.4488142535550198,1.1311377934374267,Cholesterol metabolism,"4, 4-Dimethyl-5A-Cholesta-8, 24-Dien-3B-Ol:NADP+ D14-Oxidoreductase",3930.1 or 7108.1,R05639,PMID:16784888;PMID:11969204;PMID:7946524
HMR_1467,-0.3787542413011802,0,1.0682181244906737,2.3707369413049424,Cholesterol metabolism,"Presqualene-Diphosphate Diphosphate-Lyase (Reducing, Squalene-Forming)",2222.1,R02872,PMID:10896663;PMID:10449533;PMID:1527001;PMID:7864626;PMID:8509416
HMR_4816,1,0,6.053286277019214,NA,Tetrahydrobiopterin metabolism,"2-Amino-4-Hydroxy-6- (Erythro-1, 2, 3-Trihydroxypropyl) Dihydropteridine Triphosphate Phosphohydrolase (Alkaline Optimum)",249.1 or 250.1 or 251.1 or 248.1,R04620,PMID:1730777
HMR_4772,-0.5658522538117998,0,5.132723705536396,18.512331465665135,Heme synthesis,Uroporphyrinogen Decarboxylase,7389.1,R04972,PMID:17360334;UNIPROT:P06132
HMR_1500,-0.43186344875546023,0,0.4488142535550198,1.1311377934374267,Cholesterol metabolism,3Beta-Hydroxysteroid 3-Dehydrogenase,51478.1,R07495,PMID:11969204;PMID:;PMID:10544267;PMID:12732193;PMID:12829805
EX_glc_D[e],-1,0,-492.3246677600861,NA,Exchange/demand reaction,Exchange of D-Glucose,NA,NA,NA
CA24GSr,-0.5796951196081137,0,7.315997950624182,27.496816708119965,Bile acid synthesis,UDP-Glucuronosyltransferase (UGT) (cholic acid),-10941.1,NA,"PMID:10529008, PMID:8244999, PMID:21995321, PMID:23756265"
CA24Gtr,0.5796951196081137,0,-7.315997950624182,-27.496816708119965,"Transport, extracellular",Glucuronidated Compound Transport (CA-24G),NA,NA,NA
DM_ca24g[c],-0.436570437679381,0,15.99922511630116,40.79305624857624,Exchange/demand reaction,DM_ca24g(c),NA,NA,NA
DM_hdca24g[c],0.571937610588889,0,121.01711517867855,32.95479103882377,Exchange/demand reaction,DM_hdca24g(c),NA,NA,NA
HDCA24GSr,0.571937610588889,0,121.01711517867855,32.95479103882377,Bile acid synthesis,UDP-Glucuronosyltransferase (UGT) (hyodeoxycholic acid),(54659.1 or 10941.1 or 79799.1),NA,"PMID:10529008, PMID:8244999, PMID:21995321, PMID:23756265"
HDCA24Gtr,-0.571937610588889,0,-121.01711517867855,-32.95479103882377,"Transport, extracellular",Glucuronidated Compound Transport (HDCA-24G),0,NA,NA
M02155tr,0.571937610588889,0,121.01711517867855,32.95479103882377,"Transport, extracellular",Bile salt transport (hyodeoxycholic acid),NA,NA,PMID:15975683
3HLVSTAChep,0.33714745310773475,0,5.574647537354433,2.763471829209219,Drug metabolism,conversion of 3-hydroxy-lovastatin lactone to acid form,5446.1,NA,PMID: 1929403
3HLVSTACtbc,0.33714745310773475,0,5.574647537354433,2.763471829209219,Drug metabolism,release of 3-hydroxy-lovastatin acid form into bile,NA,NA,PMID: 1929403
4HATVACIDhc,0.3353842428500874,0,10.674592690931501,5.312704969776107,Drug metabolism,conversion of 4-hydroxy-atorvastatin-lactone to its acid form in hepatocytes,5446.1,NA,"PMID: 11038166, PMID: 14531725, PMID: 11950779"
6HLVSTAChep,0.5463212588230072,0,18.385679998966673,5.394216829149183,Drug metabolism,conversion of lactone form of 6-beta-hydroxy-lovastatin to acid form,5446.1,NA,PMID: 7905377
ACMPGLUTtep,0.36706576021629755,0,9.426215137095953,4.364218961121143,Drug metabolism,efflux of acetaminophen-glutathione-conjugate from enterocytes into portal blood,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
ACMPGLUTthc,0.36706576021629755,0,9.426215137095953,4.364218961121143,Drug metabolism,uptake of acetaminophen-glutathione-conjugate by the hepatocytes,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
ACMPGLUtep,-0.7901505304017442,0,1.7598986928500846,15.013064290752448,Drug metabolism,efflux of acetaminophen-glucuronide-conjugate from enterocytes into portal blood,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
ACMPGLUthc,-0.5693209981579493,0,1.7598986928500846,6.412771371503407,Drug metabolism,uptake of acetaminophen-glucuronide-conjugate by the hepatocytes,8714.1,NA,"Russel, F. G. M. (2010). Transporters: Importance in Drug Absorption, Distribution, ; Removal. Enzyme- ; Transporter-Based Drug-Drug Interactions. K. S. Pang, A. D. Rodrigues ; R. M. Peter, Springer New York: 27-49."
ACMPdt,-0.42647605181058684,0,7.4596020310833255,18.553616962240042,Drug metabolism,uptake of acetaminophen by enterocytes,NA,NA,"PMID: 8165189, PMID: 34689, Graham, G. ; M. Hicks (2004). Pharmacokinetics ; Metabolism of Paracetamol (Acetaminophen). Aspirin ; Related Drugs, CRC Press."
ATVACIDMCTtu,-0.4618762462957462,0,-68.84794169815741,-25.343262068387773,Drug metabolism,uptake of atorvastatin by enterocytes by MCT1,6566.1,NA,"PMID: 10751037, PMID: 14695265, PMID: 9639576"
ATVACIDtu,-0.4023847183897122,0,6.860501068257259,16.099089422037714,Drug metabolism,efflux of atorvastatin acid by P-gp from the enterocytes into lumen,5243.1,NA,"PMID: 10751037, PMID: 15616150"
ATVLACtu,-0.4264925660664426,0,6.241232903540821,15.523900499294502,Drug metabolism,efflux of atorvastatin lactone by P-gp from the enterocytes into lumen,5243.1,NA,PMID: 15616150
CRVSM1hr,0.47598352673692756,0,75.71749022534667,26.88188009789977,Drug metabolism,beta-glucuronidase of cerivastatin-M1-glucuronide to M1 form,2990.1,NA,"PMID: 9172950, PMID: 11950779, PMID: 15801541"
CVM1GLUChc,0.47598352673692756,0,75.71749022534667,26.88188009789977,Drug metabolism,glucuronidation of cerivastatin-M1,(54658.1 or 54659.1),NA,"PMID: 9172950, PMID: 11950779, PMID: 15801541"
EX_3hlvstacid[e],0.33714745310773475,0,5.574647537354433,2.763471829209219,Exchange/demand reaction,exchange reaction for 3-hydroxy-lovastatin acid form in bile,NA,NA,NA
EX_4hatvacid[e],0.34655530250474414,0,32.18901002678394,15.620404063983466,Exchange/demand reaction,exchange reaction for 4-hydroxy-atorvastatin-acid in portal blood,NA,NA,NA
EX_acmp[e],0.5231834778818443,0,-6.7144851453374,-21.44932560312295,Exchange/demand reaction,exchange reaction for acetaminophen in small intestinal lumen,NA,NA,NA
EX_profvs[e],-0.5177751770820742,0,4.15936916005602,13.091377638451034,Exchange/demand reaction,exchnage reaction for des-isoproylpropionic-acid-fluvastatin in hepatic vein,NA,NA,NA
EX_ptvst[e],1,0,16.86300893175694,NA,Exchange/demand reaction,exchange reaction for pitavastatin in intestinal lumen,NA,NA,NA
EX_ptvstlac[e],-1,0,-16.86300893175694,NA,Exchange/demand reaction,exchange reaction for pravastatin-lactone in hepatic vein,NA,NA,NA
LSTNRATt,1,0,8.190352722182043,NA,Drug metabolism,uptake of losartan via antiport into enterocytes,NA,NA,PMID: 12024214
