Reaction,fc,pval,S1K2,S1K2_FC5,subSystem,rxnNames,geneRules,kegg,source
GLUDym,0.4752166736740871,0,56.25083738805437,158.12654301339612,Glutamate metabolism,"Glutamate Dehydrogenase (NADP), Mitochondrial",2747.1 or 2746.1,NA,"PMID:12324473,PMID:3368458"
GLUNm,0.4310845689569367,0,13.094704635467577,32.939218583874286,Glutamate metabolism,"Glutaminase, Mitochondrial",2744.1 or 27165.2 or 27165.1,NA,"PMID:10719215,PMID:12579526"
GLUt2m,-0.48156809309861665,0,-136.72061678356826,-390.71843534088134,"Transport, mitochondrial","L-Glutamate Reversible Transport via Proton Symport, Mitochondrial",83733.1 or 8604.1 or 79751.1 or 10165.1,NA,PMID:14598172
GLUtr,0.7477882997332107,0,-146.94472645743525,-21.204615748214557,"Transport, endoplasmic reticular",Intracellular Transport,NA,NA,NA
GLXtp,0.6907749465038826,0,13.951685342239216,76.28476338337734,"Transport, peroxisomal","Glyoxylate Transport, Peroxisomal",NA,NA,PMID:15240345
GLYAMDTRc,-0.6195287567737346,0,-138.8001129840251,-590.821983062172,Urea cycle,"Glycine Amidinotransferase, Cytosolic",2628.1,NA,PMID:8547310
GLYATm,-0.674030301081116,0,155.0933045319125,30.200001606872117,"Glycine, serine, alanine, and threonine metabolism",Glycine C-Acetyltransferase,23464.1,NA,PMID:10712613
GLYBt4_2_r,-0.7757798811309397,0,-66.86407120532384,-529.5504837648392,"Transport, extracellular",Betaine Transport (Sodium Symport) (2:1),6539.1,NA,PMID:12719981
GLYCLTDy,0.5538426893201177,0,20.418848860798217,71.11321111904479,Glyoxylate and dicarboxylate metabolism,Glycolate Dehydrogenase (NADP),9380.1,NA,"PMID:1252411,PMID:15240345,PMID:2689175"
GLYC_St,0.7531500574342287,0,56.41643662660746,400.67450729026797,"Transport, extracellular",Secretion of L-Glycerate,NA,NA,PMID:9604805
GLYOXm,-0.7990390937074956,0,354.60269519530533,39.610745119138386,Pyruvate metabolism,"Hydroxyacylglutathione Hydrolase, Mitochondrial",3029.1,NA,"PMID:15117945,PMID:8550579"
GPAM_hs,-0.5352790960737284,0,17.746532759264205,5.371782086093354,Triacylglycerol synthesis,Glycerol-3-Phosphate Acyltransferase,57678.1 or 129642.1,NA,NA
GPIDAer,-0.3927554478397064,0,9.59326939048895,4.182687336686673,Phosphatidylinositol phosphate metabolism,"Glycophosphatidylinositol (Gpi) Deacylase, Endoplasmic Reticulum",80055.1,NA,PMID:14734546
GT1Ate,-2.952625974018324,0,3.909263057693322,-7.913371483689948,"Transport, extracellular",Transport of Gt1A,NA,NA,PMID:8206147
GTHP,-0.7001982582992389,0,36.36887600022298,6.413047605091023,Glutathione metabolism,Glutathione Peroxidase,7001.3 or 5052.3 or 2877.1 or 2876.2 or 5052.2 or 2876.1 or 5052.1 or 7001.1 or 2879.1 or 7001.2,NA,"PMID:15802613,PMID:17015272,PMID:17015273"
GTHRDtr,-0.7209521484360453,0,150.23445704658758,24.360120941088116,"Transport, endoplasmic reticular",Glutathione Transport via Diffusion,NA,NA,NA
GTHS,0.3911494785647158,0,8.686236692277825,19.846995641337255,Glutathione metabolism,Glutathione Synthetase,2937.1,NA,NA
GUAD,0.9741109248759229,0,1.4084639745622873,107.39912902070806,Purine catabolism,Guanine Deaminase,9615.1,NA,PMID:10075721
GULN3D,1,0,-864.7102784973144,NA,Pentose phosphate pathway,L-Gulonate 3-Dehydrogenase,NA,NA,PMID:6821187
H2ETer,-0.340075979936089,0,5.12283855223207,2.5227556214302154,Phosphatidylinositol phosphate metabolism,"H2 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",23556.1 or 23556.2,NA,PMID:10574991
H2O2tn,0.37992183106605837,0,-14.360952486458887,-6.453201131741842,"Transport, nuclear",Hydrogen Peroxide Nuclear Transport,NA,NA,PMID:2989289
H2Otly,0.8631392402035553,0.004406173017140792,1.5367750754833223,20.92072227830887,"Transport, lysosomal","H2O Transport, Lysosomal",NA,NA,NA
H2Otn,0.6625828919377653,0,58.11020334586501,286.3311539972067,"Transport, nuclear","H2O Transport, Nuclear",NA,NA,NA
H4ETer,-0.5340468465829213,0,7.453871213664319,2.2640474147892573,Phosphatidylinositol phosphate metabolism,"H4 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",23556.1 or 23556.2,NA,PMID:10574991
H5MTer_U,-0.340075979936089,0,5.12283855223207,2.5227556214302154,Phosphatidylinositol phosphate metabolism,"H5 Mannosyltransferase, Endoplasmic Reticulum",55650.1,NA,PMID:15623507
H6ET3er,-0.4079426204119214,0,13.941348501859792,5.862510405090515,Phosphatidylinositol phosphate metabolism,"H6 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",(84720.2 and 5281.1) or (84720.1 and 5281.2) or (5281.1 and 84720.1) or (84720.2 and 5281.2),NA,"PMID:10781593,PMID:8463218"
H7ET2er,-0.5064259336999581,0,7.399817573782045,2.424518834988121,Phosphatidylinositol phosphate metabolism,"H7 Phosphoethanolaminyl Transferase, Endoplasmic Reticulum",(5281.1 and 54872.1) or (5281.2 and 54872.1),NA,PMID:15632136
H8TAer,-0.3927554478397064,0,9.59326939048895,4.182687336686673,Phosphatidylinositol phosphate metabolism,"H8 Transamidase, Endoplasmic Reticulum",10026.1 and 8733.1 and 128869.1 and 94005.1 and 51604.1,NA,"PMID:10727241,PMID:11483512,PMID:12802054,PMID:15632136,PMID:9356492,PMID:9468317"
HDCEAtr,-0.9763305933906888,0,475.76781420134006,5.698005123036937,"Transport, extracellular",Fatty Acid Transport via Diffusion,11001.1,NA,"PMID:11788354,PMID:12864740"
HEXCt,-1.8378093208803497,0,3.3978958648749504,-1.0031642387057544,"Transport, extracellular",Fatty Acid Transport via Diffusion,NA,NA,"PMID:11788354,PMID:12864740"
HIBDm,0.3346172420482486,0,17.257553923698747,34.61500729752285,"Valine, leucine, and isoleucine metabolism","3-Hydroxyisobutyrate Dehydrogenase, Mitochondrial",11112.1,NA,PMID:7527207
HISDC,-0.5000126737959848,0,188.46418660186455,62.819272390425766,Histidine metabolism,Histidine Decarboxylase,1644.1 or 3067.1,NA,PMID:14466899
HISt4,-0.5953453293486035,0.00907833860417368,0.7163670056509688,0.18170439302666927,"Transport, extracellular",L-Histidine Transport in via Sodium Symport,11254.1 or 54407.1,NA,"PMID:10747860,PMID:10930503"
HISTASE,-0.3600558090631752,0,4.4751740346281235,2.1056941985816353,Histidine metabolism,Histaminase,26.1 or 314.1 or 314.2,NA,"PMID:10344773,PMID:15035803,PMID:8920635,PMID:9653080"
HKt,-0.39284835083264547,0,10.308097562715044,4.493366726707215,"Transport, extracellular",H+/K+ Gastric/Non-Gastric P-ATPase And ABC ATPase,495.1 and 496.1,NA,"PMID:2160952,PMID:7900835"
HKYNH,-0.43289233423138646,0,6.883439692331098,2.724315932969841,Tryptophan metabolism,3-Hydroxy-L-Kynurenine Hydrolase,8942.1,NA,PMID:9180257
HMGCOAtm,0.37269541793619365,0,259.4147457886815,567.6627320617675,"Transport, mitochondrial",Hydroxymethylglutaryl Coenzyme A Reversible Mitochondrial Transport,NA,NA,PMID:14713247
HPACtr,-0.4726027957942062,0,5.178289918823368,1.8545500752506694,"Transport, extracellular",Hydroxyphenylacetate Transport via Diffusion,NA,NA,PMID:3753983
HPDCACRNCPT1,0.46466901269445476,0,-5.341802573095012,-1.9524086470468696,Fatty acid oxidation,Carnitine Fatty-Acyl Transferase,1375.2 or 1375.3 or 1374.1 or 126129.1 or 1375.1,NA,PMID:1988962
HPDCACRNCPT2,0.46466901269533784,0,-5.341802573094826,-1.9524086470424036,Fatty acid oxidation,Carnitine Fatty-Acyl Transferase,1376.1,NA,"PMID:11274214,PMID:1528846,PMID:1988962"
HPYRDCm,-0.4327970234237705,0,11.031777799421569,4.36716234223276,Glyoxylate and dicarboxylate metabolism,"Hydroxypyruvate Decarboxylase, Mitochondria",NA,NA,PMID:3778681
HPYRR2x,0.7531500574342287,0,28.20821831330373,200.33725364513398,Glyoxylate and dicarboxylate metabolism,Hydroxypyruvate Reductase (NADH),3948.1 or 197257.1 or 3945.1 or 160287.1 or (3945.1 and 3939.1) or 92483.1 or 3939.1 or 197257.2 or 3948.2,NA,"PMID:14635115,PMID:5635456"
HPYRRy,0.9499655692532167,0,9.72726795636518,379.09570099449155,Glyoxylate and dicarboxylate metabolism,Hydroxypyruvate Reductase (NADPH),9380.1,NA,"PMID:2689175,PMID:9038835"
HPYRtp,-0.8934213907643056,0,-12.30117658271945,-218.53644967145473,"Transport, peroxisomal","Hydroxypyruate Transport, Peroxisomal",NA,NA,PMID:12185464
HSD11B1r,-0.4404781801211202,0,-150.45727062733621,-387.34935382175445,Steroid metabolism,11-Beta-Hydroxysteroid Dehydrogenase Type 1,3290.2 or 3290.1,NA,"PMID:11673786,PMID:15466942,PMID:7859916"
HSD11B2r,0.6072088024073211,0,150.45727062733621,615.6356130699157,Steroid metabolism,11-Beta-Hydroxysteroid Dehydrogenase Type 2,3291.1,NA,"PMID:11673786,PMID:15466942,PMID:7859916"
HSD17B1,-0.5546956978880657,0,-41.7544679921627,-145.77782304627894,Steroid metabolism,Testicular 17-Beta-Hydroxysteroid Dehydrogenase,3292.1 or 7923.1,NA,PMID:12943747
HSD17B7r,0.8208184090985008,0.04448313297207425,1.2325433544158935,12.524934165620804,Steroid metabolism,Testicular 17-Beta-Hydroxysteroid Dehydrogenase,51478.1,NA,PMID:12732193
HSD3B2r,-0.4199410820401726,0,4.531180296304291,1.8510285905516162,Steroid metabolism,3 Beta-Hydroxysteroid Dehydrogenase Type 1,3284.1,NA,"PMID:11384872,PMID:14643063"
HXANtx,-0.5184630356702147,0,7.291262222746283,2.31221451849436,"Transport, peroxisomal",Hypoxanthine Diffusion in Peroxisome,NA,NA,NA
ICDHy,0.7012151323701409,0,31.510563989120488,179.41420097023772,Citric acid cycle,Isocitrate Dehydrogenase (NADP),3417.1,NA,PMID:10521434
ICDHyp,0.6085116394493305,0,15.355364816988034,63.09072127042003,Citric acid cycle,Isocitrate Dehydrogenase (NADP+),3417.1,NA,PMID:10521434
IDHPOXOX2b,-0.58482994208493,0,18.797883752673375,4.924388591504749,Tyrosine metabolism,Iodide:Hydrogen-Peroxide Oxidoreductase 2,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,PMID:2997169
IDHPOXOX3,-0.4284901522716733,0,14.659810780123038,5.865092043757269,Tyrosine metabolism,Iodide:Hydrogen-Peroxide Oxidoreductase 3,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:2997169,PMID:3153466,PMID:3475693"
IDHPOXOX4,0.9437952376967578,0,2.069036484201705,71.55591625694167,Tyrosine metabolism,Iodide:Hydrogen-Peroxide Oxidoreductase 4,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:2997169,PMID:3153466,PMID:3475693"
IDHPOXOXb,-0.5123087251593436,0,33.457694511559,10.78948062529508,Tyrosine metabolism,Iodide:Hydrogen-Peroxide Oxidoreductase,7173.4 or 7173.1 or 7173.3 or 7173.2 or 7173.5,NA,"PMID:2997169,PMID:3153466,PMID:3475693"
IDPtn,-1.0002908134933568,0,458.3883476888895,-0.06664306800104687,"Transport, nuclear","Transport of IDP, Nuclear",NA,NA,NA
ILEt5m,-0.7445898247707673,0,158.04684330969957,23.138259418348664,"Transport, mitochondrial","Transport of Isoleucine, Mitochondrial",NA,NA,PMID:11004451
ILETAm,-0.7445898247707673,0,158.04684330969957,23.138259418348664,"Valine, leucine, and isoleucine metabolism","Isoleucine Transaminase, Mitochondrial",587.1,NA,"PMID:6933702,PMID:9165094"
ILEtec,0.7971259728619277,0,-193.73983879595994,-21.870910502186092,"Transport, extracellular",Transport of L-Isoleucine  via Diffusion,8501.1 or 124935.1,NA,"PMID:12930836,PMID:14624363,PMID:15659399"
INOSTO,-0.35442849593066356,0,12.933650476758276,6.164663706112225,Inositol phosphate metabolism,Inositol Oxygenase,55586.1,NA,PMID:15504367
INSt,-0.3883990648446523,0,-93.66886359715126,-212.63826647078824,"Transport, extracellular",Transport of Inosine (Diffusion),3177.1 or 2030.1,NA,"PMID:10722669,PMID:12838422"
INSTt4,1,1.4632805753042386e-8,-2.9500308768332,0,"Transport, extracellular",Transport of Inositol via Sodium Symport,6526.1,NA,"PMID:12748858,PMID:1372904,PMID:15546855,PMID:7537337,PMID:7789985"
ITCOAL1m,-0.9817503959641939,0,-0.2150139169692993,-23.348666319318117,C5-branched dibasic acid metabolism,"Itaconate- Coenzyme A Ligase (GDP-Forming), Mitochondrial",8802.1 and 8801.1,NA,PMID:13783048
ITCOALm,0.9817503959641939,0,0.2150139169692993,23.348666319318117,C5-branched dibasic acid metabolism,"Itaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",8802.1 and 8803.1,NA,PMID:13783048
ITPtn,1.0002908134933568,0,-458.3883476888895,0.06664306800104687,"Transport, nuclear","Transport of ITP, Nuclear",NA,NA,NA
KHK,0.7217943485369652,0,4.801602970934034,29.716768210120314,Fructose and mannose metabolism,Ketohexokinase,3795.1 or 3795.2,NA,NA
KHK2,0.5250108379492484,0,8.78229525651551,28.19663377250996,Glyoxylate and dicarboxylate metabolism,Ketohexokinase (D-Xylulose),3795.1 or 3795.2,NA,"PMID:2996495,PMID:6284103,PMID:6298387"
KYN,0.7216703983724087,0,6.323764216422423,39.11706693802809,Tryptophan metabolism,Kynureninase,8942.1,NA,PMID:9180257
KYNAKGAT,1,0,0,524.4311162589551,Tryptophan metabolism,L-Kynurenine:2-Oxoglutarate Aminotransferase,51166.1 or 883.1 or 51166.2,NA,PMID:15016471
KYNATESYN,1,0,0,524.4311162589551,Tryptophan metabolism,"4- (2-Aminophenyl)-2, 4-Dioxobutanoate Dehydratase",NA,NA,"PMID:15016471,PMID:16008534"
LACZe,-0.39546786173850934,0,77.26773824791945,33.473240267569025,Galactose metabolism,"B-Galactosidase, Extracellular",3938.1 or 2720.1,NA,PMID:5774109
LALDO,-2.523911561133712,0,27.02924822403565,-11.688767763544293,Pyruvate metabolism,D-Lactaldehyde:NAD+ Oxidoreductase (Glutathione-Formylating),128.1,NA,NA
LCADi_D,-0.5881811010201501,0,47.08763558990136,12.209928849890991,Pyruvate metabolism,Lactaldehyde Dehydrogenase,218.1 or 223.1 or 8854.2 or 224.1 or 222.1 or 8854.1 or 221.1 or 216.1 or 8854.3 or 501.1 or 220.1,NA,"PMID:15987839,PMID:2296157,PMID:6487654"
LEUKTRA4t,0.9790880246139192,0,0.009612459298830799,0.9097133453048768,"Transport, extracellular",Transport of Leukotriene A4,387775.1,NA,"PMID:15987839,PMID:9927705"
LEUKTRA4tr,-0.7477882997332107,0,146.94472645743525,21.204615748214557,"Transport, endoplasmic reticular",Transport of Leukotriene Intracellular,NA,NA,NA
LEUKTRB4t,-1.1516615184761185,0,18.100478398016094,-256.79620793953836,"Transport, extracellular",Transport of Leukotriene B4,387775.1,NA,NA
LEUKTRC4t,-0.5232663178710372,0,-160.29344072087818,-512.1719072488785,"Transport, extracellular",Transport of Leukotriene C4 via Bicarbonate Antiport,10599.1 or 28234.1,NA,"PMID:10358072,PMID:12507753,PMID:9334206"
LEUKTRD4tr,0.7477882997332107,0,-146.94472645743525,-21.204615748214557,"Transport, endoplasmic reticular","Transport of Leukotriene D4, Endoplasmatic Reticulum",NA,NA,NA
LEUKTRE4t,0.9268812605880877,0,15.09715026242625,397.8517157560885,"Transport, extracellular",Transport of Leukotriene E4,387775.1,NA,NA
LEUKTRF4t,0.8573948165030685,0,34.62229359317515,450.94622143797875,"Transport, extracellular",Transport of Leukotriene F4,387775.1,NA,NA
LEUtec,-0.9514823246504087,6.825749426643398e-10,-0.04913662238381803,-1.9763776682233438,"Transport, extracellular",Transport of L-Leucine  via Diffusion,8501.1 or 124935.1,NA,"PMID:12930836,PMID:14624363,PMID:15659399"
LFORKYNHYD,-0.46661176564939966,0,6.346750100554757,2.308233105235202,Tryptophan metabolism,L-Formylkynurenine Hydrolase,8942.1,NA,NA
LGNCCOAtx,-1.2445268907119433,0,13.885696151952748,-1.5127580424446603,"Transport, peroxisomal",Fatty Acid Intracellular Transport,NA,NA,NA
LGNCt,-0.4446974795222091,0,18.623333470755817,7.158304186582565,"Transport, extracellular",Fatty Acid Transport via Diffusion,11001.1,NA,"PMID:11788354,PMID:12864740"
LIMNENte,-0.42048120211086626,0,22.832698164830195,9.315137555769702,"Transport, extracellular",Transport of Xenobiotic,NA,NA,NA
LINKDEG2ly,0.4024298997501208,0,5.91359636482384,13.878546389142656,Chondroitin sulfate degradation,"Degradation of Proteoglycan Linkage Region, Lysosomal",NA,NA,PMID:8993162
LINKDEG3ly,0.5695453729604872,0,5.504230938315467,20.069804477083682,Chondroitin sulfate degradation,"Degradation of Proteoglycan Linkage Region, Lysosomal",NA,NA,PMID:8993162
L_LACtm,-0.4736460040176323,0,6.778783487429083,2.4212326208465025,"Transport, mitochondrial","Transport of L-Lactate, Mitochondrial",6566.1,NA,NA
LNELDCCRNt,-1.0097715323320955,0.001407648472611698,1.269334998264909,-0.006171521377563475,Fatty acid oxidation,Transport into the Mitochondria (Carnitine),788.1,NA,NA
LNLCCPT2,-0.7128826117426632,0,98.2432218269268,16.467758544314744,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
LNLCt,-1,0,2.705367435083902,NA,"Transport, extracellular",Linoleic Acid (N-C18:2) Transport in via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
LNLNCGCPT1,1.5525303830663235,0,-29.410732653467402,6.366358452415466,Fatty acid oxidation,Carnitine O-Palmitoyltransferase,1375.1 or 1375.3 or 1375.4 or 126129.1 or 1374.1 or 1375.2,NA,NA
LNLNCGCPT2,1.0567836639766235,0,-13.331288549623254,0.36805008841504466,Fatty acid oxidation,Carnitine Transferase,1376.1,NA,NA
LNLNCGt,1,0,NA,2.9414821923127734,"Transport, extracellular",Fatty Acid Transport via Diffusion,10998.1,NA,"PMID:11788354,PMID:12864740"
LPCOXp,0.3342317177001357,0,12.086039777263487,24.221006078128866,Lysine metabolism,"L-Pipecolate Oxidase, Peroxisomal",51268.1,NA,PMID:10772957
LPS2e,0.8813496313618312,0,21.159894948632747,335.5165349942207,Fatty acid oxidation,"Lipase, Extracellular",3990.1,NA,PMID:14630921
LPS3e,0.8813496313618312,0,21.159894948632747,335.5165349942207,Fatty acid oxidation,"Lipase, Extracellular",3990.1,NA,PMID:14630921
LPS4e,-0.7178948641680534,0,287.40476300451604,47.19634559557419,Triacylglycerol synthesis,Phospholipase,50487.1,NA,PMID:10713052
LTA4H,0.858772751574454,0,22.88777465868591,301.23911889545917,Eicosanoid metabolism,Leukotriene A-4 Hydrolase,4048.1,NA,PMID:7918238
LTC4Sr,-0.7477882997332107,0,146.94472645743525,21.204615748214557,Eicosanoid metabolism,Leukotriene C4 Synthase,4056.1 or 4259.1 or 4056.2 or 4258.1,NA,PMID:11160764
LTD4DP,-1,0,NA,-710.0522006298065,Eicosanoid metabolism,Leukotriene D4 Dipeptidase,NA,NA,"PMID:11160764,PMID:3001504"
LYStm,-0.9499841216350374,0,70.89048846807916,1.8182968820685732,"Transport, mitochondrial","Transport of Lysine  via Ornithine Carrier, Mitochondrial",83884.1 or 10166.1,NA,PMID:14598172
MALTe,-0.34673251103522335,0,54.408587840139866,26.39229488053699,Starch and sucrose metabolism,"Alpha-Glucosidase, Extracellular",8972.1,NA,PMID:3143729
MALTly,1,0,NA,47.685166188533046,Starch and sucrose metabolism,"Alpha-Glucosidase, Lysosomal",2548.1,NA,PMID:3049072
MALTt1r,0.9056533689910219,0,6.81990158579433,137.7512720291987,"Transport, extracellular",Maltose Transport (Uniport),6515.1,NA,"PMID:10421229,PMID:12750891,PMID:3170580,PMID:8504756,PMID:9230074"
MANt1r,-1,0,0,-8.151971439838409,"Transport, extracellular",Mannose Transport (Uniport),6513.1 or 6515.1 or 6514.1,NA,"PMID:11882499,PMID:12135767,PMID:12750891,PMID:1701966,PMID:2182619,PMID:3103217,PMID:3399500,PMID:3839598,PMID:7926364,PMID:9770484"
MAOX,-0.7103046953641402,0,45.09180613581726,7.637752822935156,Tyrosine metabolism,Methylamine Oxidase,8639.1 or 26.1 or 314.2 or 314.1,NA,"PMID:11136547,PMID:14715500,PMID:9131641"
MDHm,-1.3104005062122082,0,255.45257011334897,-34.31985357655138,Citric acid cycle,"Malate Dehydrogenase, Mitochondrial",4191.1 or 4190.1,NA,"PMID:15565635,PMID:9933076"
MDRPD,-0.5440772655298228,0,35.23651875187075,10.404356272320426,Arginine and proline metabolism,5-Methylthio-5-Deoxy-D-Ribulose 1-Phosphate Dehydratase,NA,NA,PMID:2543672
ME1m,-0.616099125280986,0,14.351880924402666,3.4092584758891955,Pyruvate metabolism,"Malic Enzyme (NAD), Mitochondrial",4200.1,NA,NA
MECOALm,0.9957076296082218,0,0.04289461005632766,19.943549308431148,C5-branched dibasic acid metabolism,"Mesaconate- Coenzyme A Ligase (ADP-Forming), Mitochondrial",8802.1 and 8803.1,NA,PMID:13783048
MECOAS1m,-0.9957076296070312,0,-0.04289461006824859,-19.943549308431148,C5-branched dibasic acid metabolism,Mesaconate- Coenzyme A Ligase (GDP-Forming),8802.1 and 8801.1,NA,PMID:13783048
MELATN23DOX,-0.5605388670795661,0,16.20279680842692,4.562846585959359,Tryptophan metabolism,"Melatonin:Oxygen 2, 3-Dioxygenase (Indole-Decyclizing)",3620.1,NA,PMID:4814344
MEOHtly,-0.680910618581428,0,66.6339309275657,12.649203096300619,"Transport, lysosomal","Methanol Transporter, Lysosomal",NA,NA,NA
METS,-0.5145142633634232,0,864.6932602741241,277.1821002838135,Methionine and cysteine metabolism,Methionine Synthase,4548.1,NA,"PMID:8968736,PMID:9013615"
MI145PP,-0.5898169363725295,0,157.70334021008165,40.68848290121555,Inositol phosphate metabolism,"Inositol-1, 4, 5-Trisphosphate 5-Phosphatase",3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1,NA,"PMID:10593988,PMID:10764818,PMID:15261714,PMID:2906139,PMID:7721860,PMID:8006039,PMID:8013665,PMID:8530088,PMID:8769125,PMID:9428629,PMID:9824312"
MI14PP,0.6387367453304463,0,10.681393170625862,48.45217788904971,Inositol phosphate metabolism,"Inositol-1, 4-Bisphosphate 1-Phosphatase",3628.1,NA,"PMID:2906139,PMID:8390685"
MI14Ptn,-0.481216499713992,0,-187.1753180035427,-534.417862582779,"Transport, nuclear","Inositol 1, 4-Bisphosphate Nuclear Transport (Diffusion)",NA,NA,NA
MLTG1,1,0,NA,154.22695663065315,Starch and sucrose metabolism,Maltodextrin Glucosidase (Maltotriose),2595.1,NA,PMID:12370436
MLTG1ly,1,0,NA,47.685166188533046,Starch and sucrose metabolism,"Maltodextrin Glucosidase (Maltotriose), Lysosomal",2548.1,NA,PMID:3049072
MMMm,-0.7809097924941044,0,788.8924821411133,97.05074245792255,"Valine, leucine, and isoleucine metabolism",Methylmalonyl Coenzyme A Mutase,4594.1,NA,PMID:8990001
MMSAD1m,-0.795852890569626,0,215.32491762353777,24.477483513271295,"Valine, leucine, and isoleucine metabolism",Methylmalonate-Semialdehyde Dehydrogenase,4329.1,NA,"PMID:10947204,PMID:1527093"
MMTSADm,-0.7809097924941044,0,788.8924821411133,97.05074245792255,"Valine, leucine, and isoleucine metabolism","Malonate-Semialdehyde Dehydrogenase (Acetylating), Mitochondrial",NA,NA,PMID:1527093
MTAP,-0.5440772655298228,0,35.23651875187075,10.404356272320426,Arginine and proline metabolism,5'-Methylthioadenosine Phosphorylase,4507.1,NA,"PMID:16000004,PMID:2543672,PMID:3091600"
MTHFD2m,-2.9753293964562615,0,8.09122495084405,-16.283504137656838,Folate metabolism,"Methylenetetrahydrofolate Dehydrogenase (NAD), Mitochondrial",10797.1,NA,PMID:8218174
N2M2NMASNtly,0.41327588216074645,0,2.0682842047191334,4.981994254383811,"Transport, lysosomal","N2M2Nmasn Transport, Extracellular to Lysosome",NA,NA,NA
NACASPAH,-0.5130076103987856,0,24.073216617918806,7.748456257307239,Alanine and aspartate metabolism,N-Acetyl-L-Aspartate Amidohydrolase,443.1 or 91703.1,NA,PMID:8252036
NACHEX1ly,0.5705395938844315,0,0.8186584584105786,2.993839489026635,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX24ly,-0.5564918563510735,0,5.13041863194959,1.4618659482948209,Keratan sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or 3074.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX2ly,0.4024298997501208,0,5.91359636482384,13.878546389142656,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX3ly,0.6076526762563701,0,1.2744469267262688,5.222077196675301,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX4ly,0.7286046662140606,0,1.2009529667869439,7.649257904813264,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX5ly,0.8390059199995549,0,0.6445278327089391,7.36232350874606,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX6ly,0.8197682161930145,0,0.7745837531794652,7.82083417831019,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX7ly,0.7859991620203528,0,0.9327183507082492,7.784241447336623,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX8ly,-0.34793910899834485,0,1.265594713591102,0.6122270739695646,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEX9ly,-0.6180811038602225,0,1.4059303791360624,0.3318445392928884,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase, Lysosomal",(3073.1 and 3074.1) or 3073.1 or 3074.1,NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NACHEXA1ly,0.5599529276595266,0,1.0477287836419567,3.7141653385909827,Chondroitin sulfate degradation,"Beta-N-Acetylhexosaminidase A, Lysosomal",3073.1 or (3073.1 and 3074.1),NA,"PMID:10336991,PMID:11707436,PMID:12706724,PMID:8993162"
NADNe,-1,0,9.294488254758832,NA,NAD metabolism,"NAD Nucleosidase, Extracellular",952.1,NA,PMID:8394137
NADPHtru,0.6260987013281092,0,96.60043600169122,420.1158008491516,"Transport, endoplasmic reticular","Transport of NADPH, Endoplasmic Reticulum",NA,NA,NA
NADPNe,-1,0,103.18050726709589,NA,NAD metabolism,"Transport of NADP Nucleosidase, Extracellular",952.1,NA,PMID:8394137
